"Step","random_None - extra_val_metric_0","random_None - extra_val_metric_0__MIN","random_None - extra_val_metric_0__MAX","random_None - mean_absolute_percentage_error","random_None - mean_absolute_percentage_error__MIN","random_None - mean_absolute_percentage_error__MAX","random_seg - extra_val_metric_0","random_seg - extra_val_metric_0__MIN","random_seg - extra_val_metric_0__MAX","random_seg - mean_absolute_percentage_error","random_seg - mean_absolute_percentage_error__MIN","random_seg - mean_absolute_percentage_error__MAX","random_no2_2 - extra_val_metric_0","random_no2_2 - extra_val_metric_0__MIN","random_no2_2 - extra_val_metric_0__MAX","random_no2_2 - mean_absolute_percentage_error","random_no2_2 - mean_absolute_percentage_error__MIN","random_no2_2 - mean_absolute_percentage_error__MAX"
"1380","","","","34.466434478759766","34.466434478759766","34.466434478759766","","","","27.9666805267334","27.9666805267334","27.9666805267334","","","","20.62301254272461","20.62301254272461","20.62301254272461"
"1383","24.27497673034668","24.27497673034668","24.27497673034668","","","","26.0426082611084","26.0426082611084","26.0426082611084","","","","33.943424224853516","33.943424224853516","33.943424224853516","","",""
"1385","","","","34.811763763427734","34.811763763427734","34.811763763427734","","","","28.30449104309082","28.30449104309082","28.30449104309082","","","","20.57463264465332","20.57463264465332","20.57463264465332"
"1388","24.038047790527344","24.038047790527344","24.038047790527344","","","","25.10794448852539","25.10794448852539","25.10794448852539","","","","34.23966598510742","34.23966598510742","34.23966598510742","","",""
"1390","","","","34.617408752441406","34.617408752441406","34.617408752441406","","","","28.308719635009766","28.308719635009766","28.308719635009766","","","","21.088930130004883","21.088930130004883","21.088930130004883"
"1393","23.744537353515625","23.744537353515625","23.744537353515625","","","","25.691913604736328","25.691913604736328","25.691913604736328","","","","35.66749954223633","35.66749954223633","35.66749954223633","","",""
"1395","","","","34.99879837036133","34.99879837036133","34.99879837036133","","","","28.446937561035156","28.446937561035156","28.446937561035156","","","","21.013771057128906","21.013771057128906","21.013771057128906"
"1398","23.697742462158203","23.697742462158203","23.697742462158203","","","","26.477785110473633","26.477785110473633","26.477785110473633","","","","34.61349105834961","34.61349105834961","34.61349105834961","","",""
"1400","","","","35.15479278564453","35.15479278564453","35.15479278564453","","","","28.437484741210938","28.437484741210938","28.437484741210938","","","","20.86180305480957","20.86180305480957","20.86180305480957"
"1403","23.914230346679688","23.914230346679688","23.914230346679688","","","","25.71880340576172","25.71880340576172","25.71880340576172","","","","33.86653137207031","33.86653137207031","33.86653137207031","","",""
"1405","","","","34.642913818359375","34.642913818359375","34.642913818359375","","","","28.343765258789062","28.343765258789062","28.343765258789062","","","","21.038562774658203","21.038562774658203","21.038562774658203"
"1408","23.982833862304688","23.982833862304688","23.982833862304688","","","","25.660205841064453","25.660205841064453","25.660205841064453","","","","35.93122482299805","35.93122482299805","35.93122482299805","","",""
"1410","","","","34.85374069213867","34.85374069213867","34.85374069213867","","","","28.476938247680664","28.476938247680664","28.476938247680664","","","","20.87980079650879","20.87980079650879","20.87980079650879"
"1413","23.84718894958496","23.84718894958496","23.84718894958496","","","","26.17939567565918","26.17939567565918","26.17939567565918","","","","33.47300720214844","33.47300720214844","33.47300720214844","","",""
"1415","","","","34.47454071044922","34.47454071044922","34.47454071044922","","","","27.918411254882812","27.918411254882812","27.918411254882812","","","","20.72918128967285","20.72918128967285","20.72918128967285"
"1418","23.968856811523438","23.968856811523438","23.968856811523438","","","","25.987903594970703","25.987903594970703","25.987903594970703","","","","34.18028259277344","34.18028259277344","34.18028259277344","","",""
"1420","","","","35.146400451660156","35.146400451660156","35.146400451660156","","","","27.92995262145996","27.92995262145996","27.92995262145996","","","","21.057409286499023","21.057409286499023","21.057409286499023"
"1423","23.973922729492188","23.973922729492188","23.973922729492188","","","","26.08311653137207","26.08311653137207","26.08311653137207","","","","35.14973068237305","35.14973068237305","35.14973068237305","","",""
"1425","","","","34.667972564697266","34.667972564697266","34.667972564697266","","","","28.270994186401367","28.270994186401367","28.270994186401367","","","","20.90590476989746","20.90590476989746","20.90590476989746"
"1428","24.04639434814453","24.04639434814453","24.04639434814453","","","","25.5856990814209","25.5856990814209","25.5856990814209","","","","33.61104965209961","33.61104965209961","33.61104965209961","","",""
"1430","","","","34.768733978271484","34.768733978271484","34.768733978271484","","","","28.136072158813477","28.136072158813477","28.136072158813477","","","","20.721128463745117","20.721128463745117","20.721128463745117"
"1433","23.938884735107422","23.938884735107422","23.938884735107422","","","","25.298812866210938","25.298812866210938","25.298812866210938","","","","35.6828498840332","35.6828498840332","35.6828498840332","","",""
"1435","","","","34.89508819580078","34.89508819580078","34.89508819580078","","","","28.278879165649414","28.278879165649414","28.278879165649414","","","","20.820423126220703","20.820423126220703","20.820423126220703"
"1438","24.579622268676758","24.579622268676758","24.579622268676758","","","","26.258377075195312","26.258377075195312","26.258377075195312","","","","33.986488342285156","33.986488342285156","33.986488342285156","","",""
"1440","","","","35.46685028076172","35.46685028076172","35.46685028076172","","","","28.572471618652344","28.572471618652344","28.572471618652344","","","","20.906068801879883","20.906068801879883","20.906068801879883"
"1443","24.00786590576172","24.00786590576172","24.00786590576172","","","","25.811973571777344","25.811973571777344","25.811973571777344","","","","34.49142837524414","34.49142837524414","34.49142837524414","","",""
"1445","","","","35.10894775390625","35.10894775390625","35.10894775390625","","","","28.70162582397461","28.70162582397461","28.70162582397461","","","","20.767276763916016","20.767276763916016","20.767276763916016"
"1448","24.056682586669922","24.056682586669922","24.056682586669922","","","","26.55607032775879","26.55607032775879","26.55607032775879","","","","35.20521926879883","35.20521926879883","35.20521926879883","","",""
"1450","","","","34.14802551269531","34.14802551269531","34.14802551269531","","","","28.390918731689453","28.390918731689453","28.390918731689453","","","","20.932947158813477","20.932947158813477","20.932947158813477"
"1453","23.985057830810547","23.985057830810547","23.985057830810547","","","","25.184072494506836","25.184072494506836","25.184072494506836","","","","33.69233703613281","33.69233703613281","33.69233703613281","","",""
"1455","","","","34.256160736083984","34.256160736083984","34.256160736083984","","","","28.5965633392334","28.5965633392334","28.5965633392334","","","","20.693204879760742","20.693204879760742","20.693204879760742"
"1458","23.922821044921875","23.922821044921875","23.922821044921875","","","","25.275827407836914","25.275827407836914","25.275827407836914","","","","33.56114196777344","33.56114196777344","33.56114196777344","","",""
"1460","","","","34.71522521972656","34.71522521972656","34.71522521972656","","","","28.158842086791992","28.158842086791992","28.158842086791992","","","","20.898921966552734","20.898921966552734","20.898921966552734"
"1463","24.0770263671875","24.0770263671875","24.0770263671875","","","","25.214492797851562","25.214492797851562","25.214492797851562","","","","36.82441711425781","36.82441711425781","36.82441711425781","","",""
"1465","","","","34.76517105102539","34.76517105102539","34.76517105102539","","","","27.964048385620117","27.964048385620117","27.964048385620117","","","","20.65091323852539","20.65091323852539","20.65091323852539"
"1468","24.148313522338867","24.148313522338867","24.148313522338867","","","","24.44123077392578","24.44123077392578","24.44123077392578","","","","33.6777229309082","33.6777229309082","33.6777229309082","","",""
"1470","","","","34.64275360107422","34.64275360107422","34.64275360107422","","","","28.072206497192383","28.072206497192383","28.072206497192383","","","","20.761255264282227","20.761255264282227","20.761255264282227"
"1473","23.798065185546875","23.798065185546875","23.798065185546875","","","","24.226146697998047","24.226146697998047","24.226146697998047","","","","33.46983337402344","33.46983337402344","33.46983337402344","","",""
"1475","","","","35.139495849609375","35.139495849609375","35.139495849609375","","","","28.146581649780273","28.146581649780273","28.146581649780273","","","","20.633159637451172","20.633159637451172","20.633159637451172"
"1478","23.842439651489258","23.842439651489258","23.842439651489258","","","","25.50510597229004","25.50510597229004","25.50510597229004","","","","34.32655334472656","34.32655334472656","34.32655334472656","","",""
"1480","","","","34.700233459472656","34.700233459472656","34.700233459472656","","","","28.332965850830078","28.332965850830078","28.332965850830078","","","","20.68585777282715","20.68585777282715","20.68585777282715"
"1483","23.96491241455078","23.96491241455078","23.96491241455078","","","","25.487804412841797","25.487804412841797","25.487804412841797","","","","33.99226760864258","33.99226760864258","33.99226760864258","","",""
"1485","","","","35.033084869384766","35.033084869384766","35.033084869384766","","","","28.08413314819336","28.08413314819336","28.08413314819336","","","","20.362979888916016","20.362979888916016","20.362979888916016"
"1488","23.75311279296875","23.75311279296875","23.75311279296875","","","","25.357969284057617","25.357969284057617","25.357969284057617","","","","35.889381408691406","35.889381408691406","35.889381408691406","","",""
"1490","","","","34.65370178222656","34.65370178222656","34.65370178222656","","","","28.35955810546875","28.35955810546875","28.35955810546875","","","","20.7554874420166","20.7554874420166","20.7554874420166"
"1493","24.460899353027344","24.460899353027344","24.460899353027344","","","","24.902280807495117","24.902280807495117","24.902280807495117","","","","34.37473678588867","34.37473678588867","34.37473678588867","","",""
"1495","","","","34.54283142089844","34.54283142089844","34.54283142089844","","","","28.464670181274414","28.464670181274414","28.464670181274414","","","","20.74124526977539","20.74124526977539","20.74124526977539"
"1498","24.073162078857422","24.073162078857422","24.073162078857422","","","","25.771268844604492","25.771268844604492","25.771268844604492","","","","36.10725402832031","36.10725402832031","36.10725402832031","","",""
"1500","","","","34.17626190185547","34.17626190185547","34.17626190185547","","","","28.330842971801758","28.330842971801758","28.330842971801758","","","","20.733457565307617","20.733457565307617","20.733457565307617"
"1503","24.071443557739258","24.071443557739258","24.071443557739258","","","","25.79096221923828","25.79096221923828","25.79096221923828","","","","32.949913024902344","32.949913024902344","32.949913024902344","","",""
"1505","","","","34.9130973815918","34.9130973815918","34.9130973815918","","","","28.190120697021484","28.190120697021484","28.190120697021484","","","","20.824426651000977","20.824426651000977","20.824426651000977"
"1508","24.047019958496094","24.047019958496094","24.047019958496094","","","","26.591318130493164","26.591318130493164","26.591318130493164","","","","35.2274284362793","35.2274284362793","35.2274284362793","","",""
"1510","","","","35.13918685913086","35.13918685913086","35.13918685913086","","","","28.06671142578125","28.06671142578125","28.06671142578125","","","","21.075672149658203","21.075672149658203","21.075672149658203"
"1513","24.328222274780273","24.328222274780273","24.328222274780273","","","","26.74517059326172","26.74517059326172","26.74517059326172","","","","36.581851959228516","36.581851959228516","36.581851959228516","","",""
"1515","","","","34.47129440307617","34.47129440307617","34.47129440307617","","","","28.232215881347656","28.232215881347656","28.232215881347656","","","","20.38418960571289","20.38418960571289","20.38418960571289"
"1518","23.890615463256836","23.890615463256836","23.890615463256836","","","","25.834228515625","25.834228515625","25.834228515625","","","","35.596900939941406","35.596900939941406","35.596900939941406","","",""
"1520","","","","34.630741119384766","34.630741119384766","34.630741119384766","","","","27.97062873840332","27.97062873840332","27.97062873840332","","","","20.699857711791992","20.699857711791992","20.699857711791992"
"1523","24.397085189819336","24.397085189819336","24.397085189819336","","","","26.673723220825195","26.673723220825195","26.673723220825195","","","","33.55569839477539","33.55569839477539","33.55569839477539","","",""
"1525","","","","35.10662078857422","35.10662078857422","35.10662078857422","","","","28.29098129272461","28.29098129272461","28.29098129272461","","","","20.78867530822754","20.78867530822754","20.78867530822754"
"1528","24.22911834716797","24.22911834716797","24.22911834716797","","","","25.260297775268555","25.260297775268555","25.260297775268555","","","","33.392520904541016","33.392520904541016","33.392520904541016","","",""
"1530","","","","35.10415267944336","35.10415267944336","35.10415267944336","","","","27.942440032958984","27.942440032958984","27.942440032958984","","","","20.591493606567383","20.591493606567383","20.591493606567383"
"1533","24.44115447998047","24.44115447998047","24.44115447998047","","","","25.884685516357422","25.884685516357422","25.884685516357422","","","","35.56747055053711","35.56747055053711","35.56747055053711","","",""
"1535","","","","34.59727478027344","34.59727478027344","34.59727478027344","","","","28.377532958984375","28.377532958984375","28.377532958984375","","","","20.892953872680664","20.892953872680664","20.892953872680664"
"1538","23.983903884887695","23.983903884887695","23.983903884887695","","","","25.239961624145508","25.239961624145508","25.239961624145508","","","","35.380210876464844","35.380210876464844","35.380210876464844","","",""
"1540","","","","35.49802017211914","35.49802017211914","35.49802017211914","","","","27.895530700683594","27.895530700683594","27.895530700683594","","","","20.924766540527344","20.924766540527344","20.924766540527344"
"1543","24.335121154785156","24.335121154785156","24.335121154785156","","","","25.095531463623047","25.095531463623047","25.095531463623047","","","","34.85709762573242","34.85709762573242","34.85709762573242","","",""
"1545","","","","34.38043975830078","34.38043975830078","34.38043975830078","","","","28.355697631835938","28.355697631835938","28.355697631835938","","","","20.781192779541016","20.781192779541016","20.781192779541016"
"1548","24.243593215942383","24.243593215942383","24.243593215942383","","","","25.870437622070312","25.870437622070312","25.870437622070312","","","","33.959388732910156","33.959388732910156","33.959388732910156","","",""
"1550","","","","34.71414566040039","34.71414566040039","34.71414566040039","","","","28.160221099853516","28.160221099853516","28.160221099853516","","","","20.640172958374023","20.640172958374023","20.640172958374023"
"1553","24.677139282226562","24.677139282226562","24.677139282226562","","","","26.170867919921875","26.170867919921875","26.170867919921875","","","","35.41035842895508","35.41035842895508","35.41035842895508","","",""
"1555","","","","34.990806579589844","34.990806579589844","34.990806579589844","","","","28.22116470336914","28.22116470336914","28.22116470336914","","","","20.96932601928711","20.96932601928711","20.96932601928711"
"1558","23.94724464416504","23.94724464416504","23.94724464416504","","","","25.88228988647461","25.88228988647461","25.88228988647461","","","","35.12824630737305","35.12824630737305","35.12824630737305","","",""
"1560","","","","34.41542053222656","34.41542053222656","34.41542053222656","","","","28.237804412841797","28.237804412841797","28.237804412841797","","","","21.17547607421875","21.17547607421875","21.17547607421875"
"1563","24.47483253479004","24.47483253479004","24.47483253479004","","","","26.401185989379883","26.401185989379883","26.401185989379883","","","","34.31541442871094","34.31541442871094","34.31541442871094","","",""
"1565","","","","34.326904296875","34.326904296875","34.326904296875","","","","28.579681396484375","28.579681396484375","28.579681396484375","","","","20.63838005065918","20.63838005065918","20.63838005065918"
"1568","24.10555076599121","24.10555076599121","24.10555076599121","","","","26.92652130126953","26.92652130126953","26.92652130126953","","","","35.43501663208008","35.43501663208008","35.43501663208008","","",""
"1570","","","","34.89519500732422","34.89519500732422","34.89519500732422","","","","27.860294342041016","27.860294342041016","27.860294342041016","","","","20.576377868652344","20.576377868652344","20.576377868652344"
"1573","24.689485549926758","24.689485549926758","24.689485549926758","","","","26.234458923339844","26.234458923339844","26.234458923339844","","","","35.706851959228516","35.706851959228516","35.706851959228516","","",""
"1575","","","","35.020957946777344","35.020957946777344","35.020957946777344","","","","28.47064781188965","28.47064781188965","28.47064781188965","","","","20.641393661499023","20.641393661499023","20.641393661499023"
"1578","23.789430618286133","23.789430618286133","23.789430618286133","","","","26.353836059570312","26.353836059570312","26.353836059570312","","","","34.94314193725586","34.94314193725586","34.94314193725586","","",""
"1580","","","","35.106868743896484","35.106868743896484","35.106868743896484","","","","28.054344177246094","28.054344177246094","28.054344177246094","","","","20.692134857177734","20.692134857177734","20.692134857177734"
"1583","24.25464630126953","24.25464630126953","24.25464630126953","","","","26.89585304260254","26.89585304260254","26.89585304260254","","","","34.18966293334961","34.18966293334961","34.18966293334961","","",""
"1585","","","","34.98677444458008","34.98677444458008","34.98677444458008","","","","28.106985092163086","28.106985092163086","28.106985092163086","","","","20.688819885253906","20.688819885253906","20.688819885253906"
"1588","24.25531768798828","24.25531768798828","24.25531768798828","","","","25.79113006591797","25.79113006591797","25.79113006591797","","","","34.1732177734375","34.1732177734375","34.1732177734375","","",""
"1590","","","","34.888832092285156","34.888832092285156","34.888832092285156","","","","28.142784118652344","28.142784118652344","28.142784118652344","","","","20.86626625061035","20.86626625061035","20.86626625061035"
"1593","24.18242835998535","24.18242835998535","24.18242835998535","","","","25.713943481445312","25.713943481445312","25.713943481445312","","","","34.00002670288086","34.00002670288086","34.00002670288086","","",""
"1595","","","","34.6288948059082","34.6288948059082","34.6288948059082","","","","28.57147216796875","28.57147216796875","28.57147216796875","","","","20.9160213470459","20.9160213470459","20.9160213470459"
"1598","24.410737991333008","24.410737991333008","24.410737991333008","","","","25.0794620513916","25.0794620513916","25.0794620513916","","","","35.26689147949219","35.26689147949219","35.26689147949219","","",""
"1600","","","","35.0955696105957","35.0955696105957","35.0955696105957","","","","28.04082489013672","28.04082489013672","28.04082489013672","","","","20.66000747680664","20.66000747680664","20.66000747680664"
"1603","24.296585083007812","24.296585083007812","24.296585083007812","","","","26.185205459594727","26.185205459594727","26.185205459594727","","","","34.111732482910156","34.111732482910156","34.111732482910156","","",""
"1605","","","","34.5766716003418","34.5766716003418","34.5766716003418","","","","27.85383415222168","27.85383415222168","27.85383415222168","","","","20.712657928466797","20.712657928466797","20.712657928466797"
"1608","24.49221420288086","24.49221420288086","24.49221420288086","","","","27.13921546936035","27.13921546936035","27.13921546936035","","","","34.05058288574219","34.05058288574219","34.05058288574219","","",""
"1610","","","","35.14141082763672","35.14141082763672","35.14141082763672","","","","28.509305953979492","28.509305953979492","28.509305953979492","","","","20.485652923583984","20.485652923583984","20.485652923583984"
"1613","23.945423126220703","23.945423126220703","23.945423126220703","","","","26.03949546813965","26.03949546813965","26.03949546813965","","","","35.258270263671875","35.258270263671875","35.258270263671875","","",""
"1615","","","","34.94832992553711","34.94832992553711","34.94832992553711","","","","28.155527114868164","28.155527114868164","28.155527114868164","","","","20.661033630371094","20.661033630371094","20.661033630371094"
"1618","23.996124267578125","23.996124267578125","23.996124267578125","","","","26.380922317504883","26.380922317504883","26.380922317504883","","","","33.80855178833008","33.80855178833008","33.80855178833008","","",""
"1620","","","","34.776283264160156","34.776283264160156","34.776283264160156","","","","28.210838317871094","28.210838317871094","28.210838317871094","","","","20.92340087890625","20.92340087890625","20.92340087890625"
"1623","24.50989532470703","24.50989532470703","24.50989532470703","","","","26.116138458251953","26.116138458251953","26.116138458251953","","","","35.010623931884766","35.010623931884766","35.010623931884766","","",""
"1625","","","","34.978878021240234","34.978878021240234","34.978878021240234","","","","27.733064651489258","27.733064651489258","27.733064651489258","","","","20.68831443786621","20.68831443786621","20.68831443786621"
"1628","24.48207664489746","24.48207664489746","24.48207664489746","","","","26.27414894104004","26.27414894104004","26.27414894104004","","","","34.932926177978516","34.932926177978516","34.932926177978516","","",""
"1630","","","","34.82278060913086","34.82278060913086","34.82278060913086","","","","27.98336410522461","27.98336410522461","27.98336410522461","","","","20.857789993286133","20.857789993286133","20.857789993286133"
"1633","24.667766571044922","24.667766571044922","24.667766571044922","","","","25.78217315673828","25.78217315673828","25.78217315673828","","","","34.367313385009766","34.367313385009766","34.367313385009766","","",""
"1635","","","","34.645286560058594","34.645286560058594","34.645286560058594","","","","28.028173446655273","28.028173446655273","28.028173446655273","","","","20.601444244384766","20.601444244384766","20.601444244384766"
"1638","24.36296844482422","24.36296844482422","24.36296844482422","","","","25.322463989257812","25.322463989257812","25.322463989257812","","","","33.695980072021484","33.695980072021484","33.695980072021484","","",""
"1640","","","","35.20850372314453","35.20850372314453","35.20850372314453","","","","28.078189849853516","28.078189849853516","28.078189849853516","","","","20.603784561157227","20.603784561157227","20.603784561157227"
"1643","24.274208068847656","24.274208068847656","24.274208068847656","","","","25.396818161010742","25.396818161010742","25.396818161010742","","","","34.74861145019531","34.74861145019531","34.74861145019531","","",""
"1645","","","","35.04628372192383","35.04628372192383","35.04628372192383","","","","28.311378479003906","28.311378479003906","28.311378479003906","","","","20.489503860473633","20.489503860473633","20.489503860473633"
"1648","24.32400131225586","24.32400131225586","24.32400131225586","","","","25.705768585205078","25.705768585205078","25.705768585205078","","","","35.84571838378906","35.84571838378906","35.84571838378906","","",""
"1650","","","","34.55387496948242","34.55387496948242","34.55387496948242","","","","28.12624740600586","28.12624740600586","28.12624740600586","","","","20.49605941772461","20.49605941772461","20.49605941772461"
"1653","24.347820281982422","24.347820281982422","24.347820281982422","","","","25.612768173217773","25.612768173217773","25.612768173217773","","","","33.83405303955078","33.83405303955078","33.83405303955078","","",""
"1655","","","","35.002891540527344","35.002891540527344","35.002891540527344","","","","28.141239166259766","28.141239166259766","28.141239166259766","","","","20.80598258972168","20.80598258972168","20.80598258972168"
"1658","24.452903747558594","24.452903747558594","24.452903747558594","","","","27.203941345214844","27.203941345214844","27.203941345214844","","","","34.07075500488281","34.07075500488281","34.07075500488281","","",""
"1660","","","","35.059608459472656","35.059608459472656","35.059608459472656","","","","28.06125831604004","28.06125831604004","28.06125831604004","","","","20.696027755737305","20.696027755737305","20.696027755737305"
"1663","24.17719078063965","24.17719078063965","24.17719078063965","","","","25.86521339416504","25.86521339416504","25.86521339416504","","","","33.95833969116211","33.95833969116211","33.95833969116211","","",""
"1665","","","","34.83476638793945","34.83476638793945","34.83476638793945","","","","27.984947204589844","27.984947204589844","27.984947204589844","","","","20.693660736083984","20.693660736083984","20.693660736083984"
"1668","24.087425231933594","24.087425231933594","24.087425231933594","","","","25.36497688293457","25.36497688293457","25.36497688293457","","","","35.07041931152344","35.07041931152344","35.07041931152344","","",""
"1670","","","","34.88858413696289","34.88858413696289","34.88858413696289","","","","28.27195930480957","28.27195930480957","28.27195930480957","","","","20.70034408569336","20.70034408569336","20.70034408569336"
"1673","24.283357620239258","24.283357620239258","24.283357620239258","","","","26.108814239501953","26.108814239501953","26.108814239501953","","","","35.70867919921875","35.70867919921875","35.70867919921875","","",""
"1675","","","","34.821720123291016","34.821720123291016","34.821720123291016","","","","28.12004852294922","28.12004852294922","28.12004852294922","","","","20.618600845336914","20.618600845336914","20.618600845336914"
"1678","24.068634033203125","24.068634033203125","24.068634033203125","","","","26.184432983398438","26.184432983398438","26.184432983398438","","","","36.78574752807617","36.78574752807617","36.78574752807617","","",""
"1680","","","","34.29609298706055","34.29609298706055","34.29609298706055","","","","27.549591064453125","27.549591064453125","27.549591064453125","","","","20.62473487854004","20.62473487854004","20.62473487854004"
"1683","24.473060607910156","24.473060607910156","24.473060607910156","","","","26.567201614379883","26.567201614379883","26.567201614379883","","","","36.15009307861328","36.15009307861328","36.15009307861328","","",""
"1685","","","","35.563533782958984","35.563533782958984","35.563533782958984","","","","28.086027145385742","28.086027145385742","28.086027145385742","","","","20.600383758544922","20.600383758544922","20.600383758544922"
"1688","24.294923782348633","24.294923782348633","24.294923782348633","","","","25.93961524963379","25.93961524963379","25.93961524963379","","","","34.85033416748047","34.85033416748047","34.85033416748047","","",""
"1690","","","","34.60943603515625","34.60943603515625","34.60943603515625","","","","28.16116714477539","28.16116714477539","28.16116714477539","","","","20.939329147338867","20.939329147338867","20.939329147338867"
"1693","24.24591827392578","24.24591827392578","24.24591827392578","","","","26.273778915405273","26.273778915405273","26.273778915405273","","","","35.041831970214844","35.041831970214844","35.041831970214844","","",""
"1695","","","","34.29145050048828","34.29145050048828","34.29145050048828","","","","28.06500816345215","28.06500816345215","28.06500816345215","","","","20.661314010620117","20.661314010620117","20.661314010620117"
"1698","24.56493377685547","24.56493377685547","24.56493377685547","","","","25.93492889404297","25.93492889404297","25.93492889404297","","","","32.83045196533203","32.83045196533203","32.83045196533203","","",""
"1700","","","","34.2984733581543","34.2984733581543","34.2984733581543","","","","27.721200942993164","27.721200942993164","27.721200942993164","","","","20.662227630615234","20.662227630615234","20.662227630615234"
"1703","24.140480041503906","24.140480041503906","24.140480041503906","","","","25.564895629882812","25.564895629882812","25.564895629882812","","","","35.46358108520508","35.46358108520508","35.46358108520508","","",""
"1705","","","","34.9937744140625","34.9937744140625","34.9937744140625","","","","27.883502960205078","27.883502960205078","27.883502960205078","","","","20.463598251342773","20.463598251342773","20.463598251342773"
"1708","24.201278686523438","24.201278686523438","24.201278686523438","","","","25.718809127807617","25.718809127807617","25.718809127807617","","","","35.12603759765625","35.12603759765625","35.12603759765625","","",""
"1710","","","","34.512672424316406","34.512672424316406","34.512672424316406","","","","28.37164878845215","28.37164878845215","28.37164878845215","","","","20.61402702331543","20.61402702331543","20.61402702331543"
"1713","24.254486083984375","24.254486083984375","24.254486083984375","","","","26.61686134338379","26.61686134338379","26.61686134338379","","","","34.75725173950195","34.75725173950195","34.75725173950195","","",""
"1715","","","","34.797393798828125","34.797393798828125","34.797393798828125","","","","28.141263961791992","28.141263961791992","28.141263961791992","","","","20.862098693847656","20.862098693847656","20.862098693847656"
"1718","24.46430206298828","24.46430206298828","24.46430206298828","","","","25.03883934020996","25.03883934020996","25.03883934020996","","","","34.14725875854492","34.14725875854492","34.14725875854492","","",""
"1720","","","","34.26298522949219","34.26298522949219","34.26298522949219","","","","27.969898223876953","27.969898223876953","27.969898223876953","","","","20.420724868774414","20.420724868774414","20.420724868774414"
"1723","24.044628143310547","24.044628143310547","24.044628143310547","","","","26.32101058959961","26.32101058959961","26.32101058959961","","","","36.0053825378418","36.0053825378418","36.0053825378418","","",""
"1725","","","","34.560543060302734","34.560543060302734","34.560543060302734","","","","28.220792770385742","28.220792770385742","28.220792770385742","","","","20.66310691833496","20.66310691833496","20.66310691833496"
"1728","24.302339553833008","24.302339553833008","24.302339553833008","","","","26.607255935668945","26.607255935668945","26.607255935668945","","","","35.33156967163086","35.33156967163086","35.33156967163086","","",""
"1730","","","","33.96939468383789","33.96939468383789","33.96939468383789","","","","28.165531158447266","28.165531158447266","28.165531158447266","","","","20.421977996826172","20.421977996826172","20.421977996826172"
"1733","24.054195404052734","24.054195404052734","24.054195404052734","","","","26.561634063720703","26.561634063720703","26.561634063720703","","","","34.15257263183594","34.15257263183594","34.15257263183594","","",""
"1735","","","","34.29638671875","34.29638671875","34.29638671875","","","","28.031892776489258","28.031892776489258","28.031892776489258","","","","20.941038131713867","20.941038131713867","20.941038131713867"
"1738","24.141555786132812","24.141555786132812","24.141555786132812","","","","26.091567993164062","26.091567993164062","26.091567993164062","","","","36.14642333984375","36.14642333984375","36.14642333984375","","",""
"1740","","","","35.49649429321289","35.49649429321289","35.49649429321289","","","","27.667142868041992","27.667142868041992","27.667142868041992","","","","20.56058120727539","20.56058120727539","20.56058120727539"
"1743","24.344680786132812","24.344680786132812","24.344680786132812","","","","25.144195556640625","25.144195556640625","25.144195556640625","","","","33.789390563964844","33.789390563964844","33.789390563964844","","",""
"1745","","","","35.228126525878906","35.228126525878906","35.228126525878906","","","","28.1937198638916","28.1937198638916","28.1937198638916","","","","20.604997634887695","20.604997634887695","20.604997634887695"
"1748","24.495254516601562","24.495254516601562","24.495254516601562","","","","25.9325008392334","25.9325008392334","25.9325008392334","","","","33.36101531982422","33.36101531982422","33.36101531982422","","",""
"1750","","","","34.43894577026367","34.43894577026367","34.43894577026367","","","","28.233449935913086","28.233449935913086","28.233449935913086","","","","20.885156631469727","20.885156631469727","20.885156631469727"
"1753","24.23052215576172","24.23052215576172","24.23052215576172","","","","26.441564559936523","26.441564559936523","26.441564559936523","","","","34.21256637573242","34.21256637573242","34.21256637573242","","",""
"1755","","","","34.78457260131836","34.78457260131836","34.78457260131836","","","","28.001667022705078","28.001667022705078","28.001667022705078","","","","20.886783599853516","20.886783599853516","20.886783599853516"
"1758","24.079200744628906","24.079200744628906","24.079200744628906","","","","26.057144165039062","26.057144165039062","26.057144165039062","","","","35.38755798339844","35.38755798339844","35.38755798339844","","",""
"1760","","","","34.250267028808594","34.250267028808594","34.250267028808594","","","","27.968320846557617","27.968320846557617","27.968320846557617","","","","20.548818588256836","20.548818588256836","20.548818588256836"
"1763","24.310741424560547","24.310741424560547","24.310741424560547","","","","25.103445053100586","25.103445053100586","25.103445053100586","","","","33.08002853393555","33.08002853393555","33.08002853393555","","",""
"1765","","","","34.398006439208984","34.398006439208984","34.398006439208984","","","","28.34492301940918","28.34492301940918","28.34492301940918","","","","20.59293556213379","20.59293556213379","20.59293556213379"
"1768","24.4454402923584","24.4454402923584","24.4454402923584","","","","26.467021942138672","26.467021942138672","26.467021942138672","","","","34.87339782714844","34.87339782714844","34.87339782714844","","",""
"1770","","","","34.20956039428711","34.20956039428711","34.20956039428711","","","","28.25121307373047","28.25121307373047","28.25121307373047","","","","20.477344512939453","20.477344512939453","20.477344512939453"
"1773","23.822750091552734","23.822750091552734","23.822750091552734","","","","25.540447235107422","25.540447235107422","25.540447235107422","","","","35.751220703125","35.751220703125","35.751220703125","","",""
