"Step","random_None - extra_val_metric_0","random_None - extra_val_metric_0__MIN","random_None - extra_val_metric_0__MAX","random_None - mean_absolute_percentage_error","random_None - mean_absolute_percentage_error__MIN","random_None - mean_absolute_percentage_error__MAX","random_seg - extra_val_metric_0","random_seg - extra_val_metric_0__MIN","random_seg - extra_val_metric_0__MAX","random_seg - mean_absolute_percentage_error","random_seg - mean_absolute_percentage_error__MIN","random_seg - mean_absolute_percentage_error__MAX","random_no2_2 - extra_val_metric_0","random_no2_2 - extra_val_metric_0__MIN","random_no2_2 - extra_val_metric_0__MAX","random_no2_2 - mean_absolute_percentage_error","random_no2_2 - mean_absolute_percentage_error__MIN","random_no2_2 - mean_absolute_percentage_error__MAX"
"2985","","","","33.69478988647461","33.69478988647461","33.69478988647461","","","","27.135839462280273","27.135839462280273","27.135839462280273","","","","20.1177921295166","20.1177921295166","20.1177921295166"
"2988","24.112369537353516","24.112369537353516","24.112369537353516","","","","26.423952102661133","26.423952102661133","26.423952102661133","","","","33.578975677490234","33.578975677490234","33.578975677490234","","",""
"2990","","","","34.45161819458008","34.45161819458008","34.45161819458008","","","","27.539505004882812","27.539505004882812","27.539505004882812","","","","19.866052627563477","19.866052627563477","19.866052627563477"
"2993","24.119068145751953","24.119068145751953","24.119068145751953","","","","26.176393508911133","26.176393508911133","26.176393508911133","","","","34.79415512084961","34.79415512084961","34.79415512084961","","",""
"2995","","","","34.30103302001953","34.30103302001953","34.30103302001953","","","","27.31015968322754","27.31015968322754","27.31015968322754","","","","20.323482513427734","20.323482513427734","20.323482513427734"
"2998","24.283069610595703","24.283069610595703","24.283069610595703","","","","25.858604431152344","25.858604431152344","25.858604431152344","","","","35.886558532714844","35.886558532714844","35.886558532714844","","",""
"3000","","","","34.16503143310547","34.16503143310547","34.16503143310547","","","","27.648141860961914","27.648141860961914","27.648141860961914","","","","20.188819885253906","20.188819885253906","20.188819885253906"
"3003","23.816143035888672","23.816143035888672","23.816143035888672","","","","26.379335403442383","26.379335403442383","26.379335403442383","","","","34.227622985839844","34.227622985839844","34.227622985839844","","",""
"3005","","","","34.11274337768555","34.11274337768555","34.11274337768555","","","","27.248384475708008","27.248384475708008","27.248384475708008","","","","20.078514099121094","20.078514099121094","20.078514099121094"
"3008","24.00708770751953","24.00708770751953","24.00708770751953","","","","24.785499572753906","24.785499572753906","24.785499572753906","","","","34.622779846191406","34.622779846191406","34.622779846191406","","",""
"3010","","","","34.13928985595703","34.13928985595703","34.13928985595703","","","","27.52336311340332","27.52336311340332","27.52336311340332","","","","20.08903694152832","20.08903694152832","20.08903694152832"
"3013","24.119857788085938","24.119857788085938","24.119857788085938","","","","25.9346923828125","25.9346923828125","25.9346923828125","","","","36.4422607421875","36.4422607421875","36.4422607421875","","",""
"3015","","","","33.79035949707031","33.79035949707031","33.79035949707031","","","","27.933940887451172","27.933940887451172","27.933940887451172","","","","19.96050453186035","19.96050453186035","19.96050453186035"
"3018","24.16160774230957","24.16160774230957","24.16160774230957","","","","25.70138168334961","25.70138168334961","25.70138168334961","","","","35.1431884765625","35.1431884765625","35.1431884765625","","",""
"3020","","","","34.07248306274414","34.07248306274414","34.07248306274414","","","","27.383947372436523","27.383947372436523","27.383947372436523","","","","19.952587127685547","19.952587127685547","19.952587127685547"
"3023","23.580995559692383","23.580995559692383","23.580995559692383","","","","25.90044593811035","25.90044593811035","25.90044593811035","","","","35.291046142578125","35.291046142578125","35.291046142578125","","",""
"3025","","","","34.027557373046875","34.027557373046875","34.027557373046875","","","","27.583879470825195","27.583879470825195","27.583879470825195","","","","20.004432678222656","20.004432678222656","20.004432678222656"
"3028","23.93114471435547","23.93114471435547","23.93114471435547","","","","26.482053756713867","26.482053756713867","26.482053756713867","","","","34.48606491088867","34.48606491088867","34.48606491088867","","",""
"3030","","","","34.12118148803711","34.12118148803711","34.12118148803711","","","","27.25250244140625","27.25250244140625","27.25250244140625","","","","20.12369155883789","20.12369155883789","20.12369155883789"
"3033","24.23694610595703","24.23694610595703","24.23694610595703","","","","25.69276237487793","25.69276237487793","25.69276237487793","","","","34.91212463378906","34.91212463378906","34.91212463378906","","",""
"3035","","","","33.90810012817383","33.90810012817383","33.90810012817383","","","","27.787029266357422","27.787029266357422","27.787029266357422","","","","19.83865737915039","19.83865737915039","19.83865737915039"
"3038","24.16231918334961","24.16231918334961","24.16231918334961","","","","26.587730407714844","26.587730407714844","26.587730407714844","","","","34.87140655517578","34.87140655517578","34.87140655517578","","",""
"3040","","","","34.2396240234375","34.2396240234375","34.2396240234375","","","","27.378469467163086","27.378469467163086","27.378469467163086","","","","19.935684204101562","19.935684204101562","19.935684204101562"
"3043","23.638750076293945","23.638750076293945","23.638750076293945","","","","26.048654556274414","26.048654556274414","26.048654556274414","","","","35.94340896606445","35.94340896606445","35.94340896606445","","",""
"3045","","","","34.48853302001953","34.48853302001953","34.48853302001953","","","","27.349946975708008","27.349946975708008","27.349946975708008","","","","20.188146591186523","20.188146591186523","20.188146591186523"
"3048","24.09600830078125","24.09600830078125","24.09600830078125","","","","25.77332305908203","25.77332305908203","25.77332305908203","","","","33.4017219543457","33.4017219543457","33.4017219543457","","",""
"3050","","","","34.223228454589844","34.223228454589844","34.223228454589844","","","","27.200849533081055","27.200849533081055","27.200849533081055","","","","20.004108428955078","20.004108428955078","20.004108428955078"
"3053","23.899314880371094","23.899314880371094","23.899314880371094","","","","25.57733917236328","25.57733917236328","25.57733917236328","","","","35.29832077026367","35.29832077026367","35.29832077026367","","",""
"3055","","","","34.545936584472656","34.545936584472656","34.545936584472656","","","","27.602251052856445","27.602251052856445","27.602251052856445","","","","20.18626594543457","20.18626594543457","20.18626594543457"
"3058","24.235557556152344","24.235557556152344","24.235557556152344","","","","26.700735092163086","26.700735092163086","26.700735092163086","","","","34.51973342895508","34.51973342895508","34.51973342895508","","",""
"3060","","","","34.3250846862793","34.3250846862793","34.3250846862793","","","","27.492919921875","27.492919921875","27.492919921875","","","","20.123332977294922","20.123332977294922","20.123332977294922"
"3063","24.569181442260742","24.569181442260742","24.569181442260742","","","","25.634685516357422","25.634685516357422","25.634685516357422","","","","35.31299591064453","35.31299591064453","35.31299591064453","","",""
"3065","","","","34.12430953979492","34.12430953979492","34.12430953979492","","","","27.38262367248535","27.38262367248535","27.38262367248535","","","","20.2470703125","20.2470703125","20.2470703125"
"3068","24.5749454498291","24.5749454498291","24.5749454498291","","","","26.3482723236084","26.3482723236084","26.3482723236084","","","","36.17467498779297","36.17467498779297","36.17467498779297","","",""
"3070","","","","33.93101119995117","33.93101119995117","33.93101119995117","","","","27.151901245117188","27.151901245117188","27.151901245117188","","","","19.993831634521484","19.993831634521484","19.993831634521484"
"3073","24.602806091308594","24.602806091308594","24.602806091308594","","","","27.157623291015625","27.157623291015625","27.157623291015625","","","","34.86344528198242","34.86344528198242","34.86344528198242","","",""
"3075","","","","34.43937683105469","34.43937683105469","34.43937683105469","","","","27.414979934692383","27.414979934692383","27.414979934692383","","","","20.003337860107422","20.003337860107422","20.003337860107422"
"3078","24.62314224243164","24.62314224243164","24.62314224243164","","","","25.239164352416992","25.239164352416992","25.239164352416992","","","","35.701751708984375","35.701751708984375","35.701751708984375","","",""
"3080","","","","34.039642333984375","34.039642333984375","34.039642333984375","","","","27.11073875427246","27.11073875427246","27.11073875427246","","","","20.213274002075195","20.213274002075195","20.213274002075195"
"3083","24.50999641418457","24.50999641418457","24.50999641418457","","","","25.96449851989746","25.96449851989746","25.96449851989746","","","","35.51237869262695","35.51237869262695","35.51237869262695","","",""
"3085","","","","34.095947265625","34.095947265625","34.095947265625","","","","27.76030921936035","27.76030921936035","27.76030921936035","","","","19.967411041259766","19.967411041259766","19.967411041259766"
"3088","24.609689712524414","24.609689712524414","24.609689712524414","","","","26.51775550842285","26.51775550842285","26.51775550842285","","","","34.884769439697266","34.884769439697266","34.884769439697266","","",""
"3090","","","","34.019962310791016","34.019962310791016","34.019962310791016","","","","27.87816619873047","27.87816619873047","27.87816619873047","","","","20.17607879638672","20.17607879638672","20.17607879638672"
"3093","24.088375091552734","24.088375091552734","24.088375091552734","","","","27.01136016845703","27.01136016845703","27.01136016845703","","","","35.684959411621094","35.684959411621094","35.684959411621094","","",""
"3095","","","","34.071632385253906","34.071632385253906","34.071632385253906","","","","27.50124740600586","27.50124740600586","27.50124740600586","","","","19.890531539916992","19.890531539916992","19.890531539916992"
"3098","24.36893081665039","24.36893081665039","24.36893081665039","","","","26.239273071289062","26.239273071289062","26.239273071289062","","","","36.81809997558594","36.81809997558594","36.81809997558594","","",""
"3100","","","","34.55122756958008","34.55122756958008","34.55122756958008","","","","27.59406852722168","27.59406852722168","27.59406852722168","","","","20.030717849731445","20.030717849731445","20.030717849731445"
"3103","24.386934280395508","24.386934280395508","24.386934280395508","","","","26.565326690673828","26.565326690673828","26.565326690673828","","","","34.538429260253906","34.538429260253906","34.538429260253906","","",""
"3105","","","","34.911434173583984","34.911434173583984","34.911434173583984","","","","27.764326095581055","27.764326095581055","27.764326095581055","","","","20.240463256835938","20.240463256835938","20.240463256835938"
"3108","24.519981384277344","24.519981384277344","24.519981384277344","","","","26.07326889038086","26.07326889038086","26.07326889038086","","","","33.507713317871094","33.507713317871094","33.507713317871094","","",""
"3110","","","","34.40924835205078","34.40924835205078","34.40924835205078","","","","27.429441452026367","27.429441452026367","27.429441452026367","","","","20.210651397705078","20.210651397705078","20.210651397705078"
"3113","24.549400329589844","24.549400329589844","24.549400329589844","","","","26.109024047851562","26.109024047851562","26.109024047851562","","","","34.88800811767578","34.88800811767578","34.88800811767578","","",""
"3115","","","","34.35972213745117","34.35972213745117","34.35972213745117","","","","27.349546432495117","27.349546432495117","27.349546432495117","","","","20.12053108215332","20.12053108215332","20.12053108215332"
"3118","24.06342315673828","24.06342315673828","24.06342315673828","","","","25.458118438720703","25.458118438720703","25.458118438720703","","","","37.00883483886719","37.00883483886719","37.00883483886719","","",""
"3120","","","","33.76061248779297","33.76061248779297","33.76061248779297","","","","27.55638885498047","27.55638885498047","27.55638885498047","","","","19.88139533996582","19.88139533996582","19.88139533996582"
"3123","24.520832061767578","24.520832061767578","24.520832061767578","","","","24.76603126525879","24.76603126525879","24.76603126525879","","","","35.657649993896484","35.657649993896484","35.657649993896484","","",""
"3125","","","","34.04323959350586","34.04323959350586","34.04323959350586","","","","27.79688835144043","27.79688835144043","27.79688835144043","","","","20.16138458251953","20.16138458251953","20.16138458251953"
"3128","24.522886276245117","24.522886276245117","24.522886276245117","","","","26.345605850219727","26.345605850219727","26.345605850219727","","","","34.78631591796875","34.78631591796875","34.78631591796875","","",""
"3130","","","","34.35986328125","34.35986328125","34.35986328125","","","","27.062442779541016","27.062442779541016","27.062442779541016","","","","19.861600875854492","19.861600875854492","19.861600875854492"
"3133","24.07646369934082","24.07646369934082","24.07646369934082","","","","25.11967658996582","25.11967658996582","25.11967658996582","","","","35.331390380859375","35.331390380859375","35.331390380859375","","",""
"3135","","","","34.17927169799805","34.17927169799805","34.17927169799805","","","","27.697444915771484","27.697444915771484","27.697444915771484","","","","19.921035766601562","19.921035766601562","19.921035766601562"
"3138","24.23200798034668","24.23200798034668","24.23200798034668","","","","25.526504516601562","25.526504516601562","25.526504516601562","","","","35.01321029663086","35.01321029663086","35.01321029663086","","",""
"3140","","","","34.14263916015625","34.14263916015625","34.14263916015625","","","","27.42180824279785","27.42180824279785","27.42180824279785","","","","20.27613639831543","20.27613639831543","20.27613639831543"
"3143","24.182037353515625","24.182037353515625","24.182037353515625","","","","25.28879165649414","25.28879165649414","25.28879165649414","","","","37.259185791015625","37.259185791015625","37.259185791015625","","",""
"3145","","","","33.9493293762207","33.9493293762207","33.9493293762207","","","","27.550045013427734","27.550045013427734","27.550045013427734","","","","20.164321899414062","20.164321899414062","20.164321899414062"
"3148","23.865272521972656","23.865272521972656","23.865272521972656","","","","25.367387771606445","25.367387771606445","25.367387771606445","","","","34.89030838012695","34.89030838012695","34.89030838012695","","",""
"3150","","","","34.95061492919922","34.95061492919922","34.95061492919922","","","","27.641374588012695","27.641374588012695","27.641374588012695","","","","20.278724670410156","20.278724670410156","20.278724670410156"
"3153","24.14690399169922","24.14690399169922","24.14690399169922","","","","26.21335792541504","26.21335792541504","26.21335792541504","","","","34.9630126953125","34.9630126953125","34.9630126953125","","",""
"3155","","","","34.33418655395508","34.33418655395508","34.33418655395508","","","","27.226877212524414","27.226877212524414","27.226877212524414","","","","20.013050079345703","20.013050079345703","20.013050079345703"
"3158","24.04596710205078","24.04596710205078","24.04596710205078","","","","26.1887149810791","26.1887149810791","26.1887149810791","","","","34.962120056152344","34.962120056152344","34.962120056152344","","",""
"3160","","","","33.94451904296875","33.94451904296875","33.94451904296875","","","","27.7150821685791","27.7150821685791","27.7150821685791","","","","20.2992000579834","20.2992000579834","20.2992000579834"
"3163","24.440763473510742","24.440763473510742","24.440763473510742","","","","25.849897384643555","25.849897384643555","25.849897384643555","","","","35.9167366027832","35.9167366027832","35.9167366027832","","",""
"3165","","","","34.45958709716797","34.45958709716797","34.45958709716797","","","","27.663297653198242","27.663297653198242","27.663297653198242","","","","20.286415100097656","20.286415100097656","20.286415100097656"
"3168","24.335859298706055","24.335859298706055","24.335859298706055","","","","25.793424606323242","25.793424606323242","25.793424606323242","","","","35.15143966674805","35.15143966674805","35.15143966674805","","",""
"3170","","","","33.938289642333984","33.938289642333984","33.938289642333984","","","","27.757871627807617","27.757871627807617","27.757871627807617","","","","20.37830352783203","20.37830352783203","20.37830352783203"
"3173","24.724491119384766","24.724491119384766","24.724491119384766","","","","25.639015197753906","25.639015197753906","25.639015197753906","","","","35.25325012207031","35.25325012207031","35.25325012207031","","",""
"3175","","","","34.50424575805664","34.50424575805664","34.50424575805664","","","","27.464336395263672","27.464336395263672","27.464336395263672","","","","20.130874633789062","20.130874633789062","20.130874633789062"
"3178","24.417274475097656","24.417274475097656","24.417274475097656","","","","26.102569580078125","26.102569580078125","26.102569580078125","","","","36.782440185546875","36.782440185546875","36.782440185546875","","",""
"3180","","","","34.6290168762207","34.6290168762207","34.6290168762207","","","","27.55320167541504","27.55320167541504","27.55320167541504","","","","20.08515167236328","20.08515167236328","20.08515167236328"
"3183","24.126874923706055","24.126874923706055","24.126874923706055","","","","25.454652786254883","25.454652786254883","25.454652786254883","","","","37.599369049072266","37.599369049072266","37.599369049072266","","",""
"3185","","","","34.21265411376953","34.21265411376953","34.21265411376953","","","","27.45993423461914","27.45993423461914","27.45993423461914","","","","20.103899002075195","20.103899002075195","20.103899002075195"
"3188","24.270153045654297","24.270153045654297","24.270153045654297","","","","26.23732566833496","26.23732566833496","26.23732566833496","","","","34.835269927978516","34.835269927978516","34.835269927978516","","",""
"3190","","","","33.97690963745117","33.97690963745117","33.97690963745117","","","","27.512596130371094","27.512596130371094","27.512596130371094","","","","20.029850006103516","20.029850006103516","20.029850006103516"
"3193","24.00391387939453","24.00391387939453","24.00391387939453","","","","25.242443084716797","25.242443084716797","25.242443084716797","","","","36.7152099609375","36.7152099609375","36.7152099609375","","",""
"3195","","","","34.58502197265625","34.58502197265625","34.58502197265625","","","","27.447084426879883","27.447084426879883","27.447084426879883","","","","20.023088455200195","20.023088455200195","20.023088455200195"
"3198","24.416807174682617","24.416807174682617","24.416807174682617","","","","24.71151351928711","24.71151351928711","24.71151351928711","","","","34.41575622558594","34.41575622558594","34.41575622558594","","",""
"3200","","","","34.768672943115234","34.768672943115234","34.768672943115234","","","","27.25421714782715","27.25421714782715","27.25421714782715","","","","20.065147399902344","20.065147399902344","20.065147399902344"
"3203","23.983264923095703","23.983264923095703","23.983264923095703","","","","26.070175170898438","26.070175170898438","26.070175170898438","","","","34.67992401123047","34.67992401123047","34.67992401123047","","",""
"3205","","","","34.32979965209961","34.32979965209961","34.32979965209961","","","","27.4189453125","27.4189453125","27.4189453125","","","","20.181760787963867","20.181760787963867","20.181760787963867"
"3208","24.33563232421875","24.33563232421875","24.33563232421875","","","","25.015972137451172","25.015972137451172","25.015972137451172","","","","34.14909362792969","34.14909362792969","34.14909362792969","","",""
"3210","","","","34.12945556640625","34.12945556640625","34.12945556640625","","","","27.040353775024414","27.040353775024414","27.040353775024414","","","","19.93988609313965","19.93988609313965","19.93988609313965"
"3213","23.84191131591797","23.84191131591797","23.84191131591797","","","","25.75481414794922","25.75481414794922","25.75481414794922","","","","35.303382873535156","35.303382873535156","35.303382873535156","","",""
"3215","","","","34.85208511352539","34.85208511352539","34.85208511352539","","","","27.19365692138672","27.19365692138672","27.19365692138672","","","","20.223695755004883","20.223695755004883","20.223695755004883"
"3218","23.98133659362793","23.98133659362793","23.98133659362793","","","","26.749547958374023","26.749547958374023","26.749547958374023","","","","33.344215393066406","33.344215393066406","33.344215393066406","","",""
"3220","","","","33.943851470947266","33.943851470947266","33.943851470947266","","","","27.167795181274414","27.167795181274414","27.167795181274414","","","","20.331527709960938","20.331527709960938","20.331527709960938"
"3223","24.13532257080078","24.13532257080078","24.13532257080078","","","","25.940526962280273","25.940526962280273","25.940526962280273","","","","36.0545539855957","36.0545539855957","36.0545539855957","","",""
"3225","","","","33.92643737792969","33.92643737792969","33.92643737792969","","","","26.99171257019043","26.99171257019043","26.99171257019043","","","","19.991294860839844","19.991294860839844","19.991294860839844"
"3228","24.1368465423584","24.1368465423584","24.1368465423584","","","","25.06183624267578","25.06183624267578","25.06183624267578","","","","34.274864196777344","34.274864196777344","34.274864196777344","","",""
"3230","","","","34.22371292114258","34.22371292114258","34.22371292114258","","","","27.3862361907959","27.3862361907959","27.3862361907959","","","","20.279804229736328","20.279804229736328","20.279804229736328"
"3233","23.637855529785156","23.637855529785156","23.637855529785156","","","","26.79195213317871","26.79195213317871","26.79195213317871","","","","37.20718002319336","37.20718002319336","37.20718002319336","","",""
"3235","","","","33.92847442626953","33.92847442626953","33.92847442626953","","","","27.31265640258789","27.31265640258789","27.31265640258789","","","","20.21450424194336","20.21450424194336","20.21450424194336"
"3238","23.84217071533203","23.84217071533203","23.84217071533203","","","","26.332794189453125","26.332794189453125","26.332794189453125","","","","33.657135009765625","33.657135009765625","33.657135009765625","","",""
"3240","","","","33.57292938232422","33.57292938232422","33.57292938232422","","","","27.163066864013672","27.163066864013672","27.163066864013672","","","","20.092037200927734","20.092037200927734","20.092037200927734"
"3243","24.26407814025879","24.26407814025879","24.26407814025879","","","","26.105417251586914","26.105417251586914","26.105417251586914","","","","33.73158264160156","33.73158264160156","33.73158264160156","","",""
"3245","","","","34.19709014892578","34.19709014892578","34.19709014892578","","","","27.776670455932617","27.776670455932617","27.776670455932617","","","","20.19525718688965","20.19525718688965","20.19525718688965"
"3248","24.330354690551758","24.330354690551758","24.330354690551758","","","","26.75199317932129","26.75199317932129","26.75199317932129","","","","34.90437316894531","34.90437316894531","34.90437316894531","","",""
"3250","","","","34.12146759033203","34.12146759033203","34.12146759033203","","","","27.19203758239746","27.19203758239746","27.19203758239746","","","","20.361833572387695","20.361833572387695","20.361833572387695"
"3253","23.774574279785156","23.774574279785156","23.774574279785156","","","","26.421911239624023","26.421911239624023","26.421911239624023","","","","36.258609771728516","36.258609771728516","36.258609771728516","","",""
"3255","","","","34.47467041015625","34.47467041015625","34.47467041015625","","","","27.749313354492188","27.749313354492188","27.749313354492188","","","","20.089834213256836","20.089834213256836","20.089834213256836"
"3258","24.080163955688477","24.080163955688477","24.080163955688477","","","","26.26551055908203","26.26551055908203","26.26551055908203","","","","35.539974212646484","35.539974212646484","35.539974212646484","","",""
"3260","","","","34.10084915161133","34.10084915161133","34.10084915161133","","","","27.49056053161621","27.49056053161621","27.49056053161621","","","","19.939332962036133","19.939332962036133","19.939332962036133"
"3263","24.161348342895508","24.161348342895508","24.161348342895508","","","","26.14977264404297","26.14977264404297","26.14977264404297","","","","33.05722427368164","33.05722427368164","33.05722427368164","","",""
"3265","","","","34.06214141845703","34.06214141845703","34.06214141845703","","","","27.452091217041016","27.452091217041016","27.452091217041016","","","","20.083829879760742","20.083829879760742","20.083829879760742"
"3268","24.041364669799805","24.041364669799805","24.041364669799805","","","","25.794057846069336","25.794057846069336","25.794057846069336","","","","35.98933029174805","35.98933029174805","35.98933029174805","","",""
"3270","","","","33.937625885009766","33.937625885009766","33.937625885009766","","","","27.011119842529297","27.011119842529297","27.011119842529297","","","","20.097434997558594","20.097434997558594","20.097434997558594"
"3273","24.485441207885742","24.485441207885742","24.485441207885742","","","","27.380352020263672","27.380352020263672","27.380352020263672","","","","35.99724197387695","35.99724197387695","35.99724197387695","","",""
"3275","","","","34.02839660644531","34.02839660644531","34.02839660644531","","","","27.142858505249023","27.142858505249023","27.142858505249023","","","","20.12589454650879","20.12589454650879","20.12589454650879"
"3278","24.29218101501465","24.29218101501465","24.29218101501465","","","","25.015308380126953","25.015308380126953","25.015308380126953","","","","34.113861083984375","34.113861083984375","34.113861083984375","","",""
"3280","","","","33.64282989501953","33.64282989501953","33.64282989501953","","","","27.804229736328125","27.804229736328125","27.804229736328125","","","","20.070171356201172","20.070171356201172","20.070171356201172"
"3283","23.997892379760742","23.997892379760742","23.997892379760742","","","","26.128273010253906","26.128273010253906","26.128273010253906","","","","36.441932678222656","36.441932678222656","36.441932678222656","","",""
"3285","","","","34.4085807800293","34.4085807800293","34.4085807800293","","","","27.42523956298828","27.42523956298828","27.42523956298828","","","","19.98594856262207","19.98594856262207","19.98594856262207"
"3288","24.222883224487305","24.222883224487305","24.222883224487305","","","","25.109525680541992","25.109525680541992","25.109525680541992","","","","36.4433708190918","36.4433708190918","36.4433708190918","","",""
"3290","","","","34.43068313598633","34.43068313598633","34.43068313598633","","","","27.44546127319336","27.44546127319336","27.44546127319336","","","","20.273361206054688","20.273361206054688","20.273361206054688"
"3293","23.93163299560547","23.93163299560547","23.93163299560547","","","","27.716773986816406","27.716773986816406","27.716773986816406","","","","36.63190460205078","36.63190460205078","36.63190460205078","","",""
"3295","","","","34.536128997802734","34.536128997802734","34.536128997802734","","","","27.2437686920166","27.2437686920166","27.2437686920166","","","","20.07123565673828","20.07123565673828","20.07123565673828"
"3298","24.279521942138672","24.279521942138672","24.279521942138672","","","","26.037092208862305","26.037092208862305","26.037092208862305","","","","35.14228439331055","35.14228439331055","35.14228439331055","","",""
"3300","","","","34.16168212890625","34.16168212890625","34.16168212890625","","","","27.216014862060547","27.216014862060547","27.216014862060547","","","","20.050548553466797","20.050548553466797","20.050548553466797"
"3303","24.046091079711914","24.046091079711914","24.046091079711914","","","","25.290184020996094","25.290184020996094","25.290184020996094","","","","35.28485107421875","35.28485107421875","35.28485107421875","","",""
"3305","","","","34.24903869628906","34.24903869628906","34.24903869628906","","","","27.6442928314209","27.6442928314209","27.6442928314209","","","","20.078981399536133","20.078981399536133","20.078981399536133"
"3308","24.23805809020996","24.23805809020996","24.23805809020996","","","","25.810251235961914","25.810251235961914","25.810251235961914","","","","35.216766357421875","35.216766357421875","35.216766357421875","","",""
"3310","","","","33.909061431884766","33.909061431884766","33.909061431884766","","","","27.493736267089844","27.493736267089844","27.493736267089844","","","","20.09549903869629","20.09549903869629","20.09549903869629"
"3313","24.20764923095703","24.20764923095703","24.20764923095703","","","","26.09244155883789","26.09244155883789","26.09244155883789","","","","36.67491149902344","36.67491149902344","36.67491149902344","","",""
"3315","","","","34.73019790649414","34.73019790649414","34.73019790649414","","","","27.66431999206543","27.66431999206543","27.66431999206543","","","","20.115150451660156","20.115150451660156","20.115150451660156"
"3318","24.1015625","24.1015625","24.1015625","","","","26.091171264648438","26.091171264648438","26.091171264648438","","","","36.046875","36.046875","36.046875","","",""
"3320","","","","33.727874755859375","33.727874755859375","33.727874755859375","","","","27.40020179748535","27.40020179748535","27.40020179748535","","","","19.94205665588379","19.94205665588379","19.94205665588379"
"3323","24.128440856933594","24.128440856933594","24.128440856933594","","","","25.428491592407227","25.428491592407227","25.428491592407227","","","","36.17583084106445","36.17583084106445","36.17583084106445","","",""
"3325","","","","33.764076232910156","33.764076232910156","33.764076232910156","","","","27.74268913269043","27.74268913269043","27.74268913269043","","","","19.987367630004883","19.987367630004883","19.987367630004883"
"3328","24.045654296875","24.045654296875","24.045654296875","","","","25.416513442993164","25.416513442993164","25.416513442993164","","","","35.53300476074219","35.53300476074219","35.53300476074219","","",""
"3330","","","","34.341915130615234","34.341915130615234","34.341915130615234","","","","27.46841049194336","27.46841049194336","27.46841049194336","","","","20.086463928222656","20.086463928222656","20.086463928222656"
"3333","24.33031463623047","24.33031463623047","24.33031463623047","","","","26.36509132385254","26.36509132385254","26.36509132385254","","","","36.975860595703125","36.975860595703125","36.975860595703125","","",""
"3335","","","","34.49603271484375","34.49603271484375","34.49603271484375","","","","27.768999099731445","27.768999099731445","27.768999099731445","","","","20.145933151245117","20.145933151245117","20.145933151245117"
"3338","24.63161849975586","24.63161849975586","24.63161849975586","","","","26.14276885986328","26.14276885986328","26.14276885986328","","","","36.28865051269531","36.28865051269531","36.28865051269531","","",""
"3340","","","","34.42165756225586","34.42165756225586","34.42165756225586","","","","27.52814483642578","27.52814483642578","27.52814483642578","","","","20.011600494384766","20.011600494384766","20.011600494384766"
"3343","23.58576202392578","23.58576202392578","23.58576202392578","","","","24.493059158325195","24.493059158325195","24.493059158325195","","","","35.12351989746094","35.12351989746094","35.12351989746094","","",""
"3345","","","","34.55763244628906","34.55763244628906","34.55763244628906","","","","27.23505401611328","27.23505401611328","27.23505401611328","","","","19.861629486083984","19.861629486083984","19.861629486083984"
"3348","24.09711456298828","24.09711456298828","24.09711456298828","","","","26.392412185668945","26.392412185668945","26.392412185668945","","","","35.0625","35.0625","35.0625","","",""
"3350","","","","34.7899055480957","34.7899055480957","34.7899055480957","","","","27.594261169433594","27.594261169433594","27.594261169433594","","","","20.33670997619629","20.33670997619629","20.33670997619629"
"3353","24.221010208129883","24.221010208129883","24.221010208129883","","","","25.428466796875","25.428466796875","25.428466796875","","","","34.655765533447266","34.655765533447266","34.655765533447266","","",""
"3355","","","","33.95982360839844","33.95982360839844","33.95982360839844","","","","27.369279861450195","27.369279861450195","27.369279861450195","","","","19.780263900756836","19.780263900756836","19.780263900756836"
"3358","24.420682907104492","24.420682907104492","24.420682907104492","","","","25.907560348510742","25.907560348510742","25.907560348510742","","","","35.05402374267578","35.05402374267578","35.05402374267578","","",""
"3360","","","","34.2184944152832","34.2184944152832","34.2184944152832","","","","27.307552337646484","27.307552337646484","27.307552337646484","","","","19.988706588745117","19.988706588745117","19.988706588745117"
"3363","24.17398452758789","24.17398452758789","24.17398452758789","","","","25.892223358154297","25.892223358154297","25.892223358154297","","","","34.79932403564453","34.79932403564453","34.79932403564453","","",""
"3365","","","","34.21266555786133","34.21266555786133","34.21266555786133","","","","27.248796463012695","27.248796463012695","27.248796463012695","","","","20.132015228271484","20.132015228271484","20.132015228271484"
"3368","24.236360549926758","24.236360549926758","24.236360549926758","","","","25.994373321533203","25.994373321533203","25.994373321533203","","","","36.010353088378906","36.010353088378906","36.010353088378906","","",""
"3370","","","","34.4163932800293","34.4163932800293","34.4163932800293","","","","27.195232391357422","27.195232391357422","27.195232391357422","","","","19.863140106201172","19.863140106201172","19.863140106201172"
"3373","24.376100540161133","24.376100540161133","24.376100540161133","","","","26.504457473754883","26.504457473754883","26.504457473754883","","","","34.559051513671875","34.559051513671875","34.559051513671875","","",""
"3375","","","","33.934226989746094","33.934226989746094","33.934226989746094","","","","27.558141708374023","27.558141708374023","27.558141708374023","","","","20.11275291442871","20.11275291442871","20.11275291442871"
"3378","23.778608322143555","23.778608322143555","23.778608322143555","","","","26.311819076538086","26.311819076538086","26.311819076538086","","","","34.857486724853516","34.857486724853516","34.857486724853516","","",""
"3380","","","","34.04758834838867","34.04758834838867","34.04758834838867","","","","27.74871253967285","27.74871253967285","27.74871253967285","","","","20.243715286254883","20.243715286254883","20.243715286254883"
