"Step","random_None - extra_val_metric_0","random_None - extra_val_metric_0__MIN","random_None - extra_val_metric_0__MAX","random_None - val_mean_absolute_percentage_error","random_None - val_mean_absolute_percentage_error__MIN","random_None - val_mean_absolute_percentage_error__MAX","random_seg - extra_val_metric_0","random_seg - extra_val_metric_0__MIN","random_seg - extra_val_metric_0__MAX","random_seg - val_mean_absolute_percentage_error","random_seg - val_mean_absolute_percentage_error__MIN","random_seg - val_mean_absolute_percentage_error__MAX","random_no2 - extra_val_metric_0","random_no2 - extra_val_metric_0__MIN","random_no2 - extra_val_metric_0__MAX","random_no2 - val_mean_absolute_percentage_error","random_no2 - val_mean_absolute_percentage_error__MIN","random_no2 - val_mean_absolute_percentage_error__MAX"
"985","","","","35.90618896484375","35.90618896484375","35.90618896484375","","","","31.217023849487305","31.217023849487305","31.217023849487305","","","","26.344467163085938","26.344467163085938","26.344467163085938"
"988","23.80025291442871","23.80025291442871","23.80025291442871","","","","32.3857307434082","32.3857307434082","32.3857307434082","","","","35.290225982666016","35.290225982666016","35.290225982666016","","",""
"990","","","","35.11339569091797","35.11339569091797","35.11339569091797","","","","32.062992095947266","32.062992095947266","32.062992095947266","","","","26.48017692565918","26.48017692565918","26.48017692565918"
"993","24.156452178955078","24.156452178955078","24.156452178955078","","","","32.086158752441406","32.086158752441406","32.086158752441406","","","","34.100955963134766","34.100955963134766","34.100955963134766","","",""
"995","","","","35.65318298339844","35.65318298339844","35.65318298339844","","","","31.353567123413086","31.353567123413086","31.353567123413086","","","","26.807640075683594","26.807640075683594","26.807640075683594"
"998","24.056913375854492","24.056913375854492","24.056913375854492","","","","32.17545700073242","32.17545700073242","32.17545700073242","","","","33.6854362487793","33.6854362487793","33.6854362487793","","",""
"1000","","","","35.51907730102539","35.51907730102539","35.51907730102539","","","","31.6495361328125","31.6495361328125","31.6495361328125","","","","26.68962860107422","26.68962860107422","26.68962860107422"
"1003","24.186695098876953","24.186695098876953","24.186695098876953","","","","31.705522537231445","31.705522537231445","31.705522537231445","","","","35.132972717285156","35.132972717285156","35.132972717285156","","",""
"1005","","","","34.911251068115234","34.911251068115234","34.911251068115234","","","","32.464847564697266","32.464847564697266","32.464847564697266","","","","26.240571975708008","26.240571975708008","26.240571975708008"
"1008","24.284278869628906","24.284278869628906","24.284278869628906","","","","30.63079071044922","30.63079071044922","30.63079071044922","","","","34.78504943847656","34.78504943847656","34.78504943847656","","",""
"1010","","","","34.98752975463867","34.98752975463867","34.98752975463867","","","","31.500877380371094","31.500877380371094","31.500877380371094","","","","25.80646514892578","25.80646514892578","25.80646514892578"
"1013","24.108579635620117","24.108579635620117","24.108579635620117","","","","31.042137145996094","31.042137145996094","31.042137145996094","","","","32.80519104003906","32.80519104003906","32.80519104003906","","",""
"1015","","","","35.80290222167969","35.80290222167969","35.80290222167969","","","","31.49394989013672","31.49394989013672","31.49394989013672","","","","26.039777755737305","26.039777755737305","26.039777755737305"
"1018","23.962629318237305","23.962629318237305","23.962629318237305","","","","32.32734298706055","32.32734298706055","32.32734298706055","","","","33.29163360595703","33.29163360595703","33.29163360595703","","",""
"1020","","","","35.86594772338867","35.86594772338867","35.86594772338867","","","","31.57819366455078","31.57819366455078","31.57819366455078","","","","26.42366600036621","26.42366600036621","26.42366600036621"
"1023","23.66645050048828","23.66645050048828","23.66645050048828","","","","30.881961822509766","30.881961822509766","30.881961822509766","","","","34.12503433227539","34.12503433227539","34.12503433227539","","",""
"1025","","","","35.180030822753906","35.180030822753906","35.180030822753906","","","","31.53660011291504","31.53660011291504","31.53660011291504","","","","26.737567901611328","26.737567901611328","26.737567901611328"
"1028","23.897510528564453","23.897510528564453","23.897510528564453","","","","31.589181900024414","31.589181900024414","31.589181900024414","","","","33.92223358154297","33.92223358154297","33.92223358154297","","",""
"1030","","","","34.13093948364258","34.13093948364258","34.13093948364258","","","","31.43189811706543","31.43189811706543","31.43189811706543","","","","26.497060775756836","26.497060775756836","26.497060775756836"
"1033","24.408409118652344","24.408409118652344","24.408409118652344","","","","32.00400161743164","32.00400161743164","32.00400161743164","","","","33.03180694580078","33.03180694580078","33.03180694580078","","",""
"1035","","","","34.934593200683594","34.934593200683594","34.934593200683594","","","","32.83425521850586","32.83425521850586","32.83425521850586","","","","26.10625457763672","26.10625457763672","26.10625457763672"
"1038","24.04051971435547","24.04051971435547","24.04051971435547","","","","31.06406593322754","31.06406593322754","31.06406593322754","","","","32.71511459350586","32.71511459350586","32.71511459350586","","",""
"1040","","","","35.298614501953125","35.298614501953125","35.298614501953125","","","","31.39055061340332","31.39055061340332","31.39055061340332","","","","26.616077423095703","26.616077423095703","26.616077423095703"
"1043","24.000078201293945","24.000078201293945","24.000078201293945","","","","31.607839584350586","31.607839584350586","31.607839584350586","","","","34.584720611572266","34.584720611572266","34.584720611572266","","",""
"1045","","","","35.64810562133789","35.64810562133789","35.64810562133789","","","","31.570547103881836","31.570547103881836","31.570547103881836","","","","26.84853744506836","26.84853744506836","26.84853744506836"
"1048","24.134504318237305","24.134504318237305","24.134504318237305","","","","31.64768409729004","31.64768409729004","31.64768409729004","","","","33.55210494995117","33.55210494995117","33.55210494995117","","",""
"1050","","","","35.24050521850586","35.24050521850586","35.24050521850586","","","","31.260231018066406","31.260231018066406","31.260231018066406","","","","26.361295700073242","26.361295700073242","26.361295700073242"
"1053","24.050512313842773","24.050512313842773","24.050512313842773","","","","30.68653106689453","30.68653106689453","30.68653106689453","","","","34.63397979736328","34.63397979736328","34.63397979736328","","",""
"1055","","","","35.19042205810547","35.19042205810547","35.19042205810547","","","","31.09385871887207","31.09385871887207","31.09385871887207","","","","27.29094696044922","27.29094696044922","27.29094696044922"
"1058","24.322330474853516","24.322330474853516","24.322330474853516","","","","31.33722686767578","31.33722686767578","31.33722686767578","","","","35.97651672363281","35.97651672363281","35.97651672363281","","",""
"1060","","","","35.375308990478516","35.375308990478516","35.375308990478516","","","","31.95157241821289","31.95157241821289","31.95157241821289","","","","26.369897842407227","26.369897842407227","26.369897842407227"
"1063","24.339521408081055","24.339521408081055","24.339521408081055","","","","32.14965057373047","32.14965057373047","32.14965057373047","","","","33.05742263793945","33.05742263793945","33.05742263793945","","",""
"1065","","","","34.93547821044922","34.93547821044922","34.93547821044922","","","","32.19618225097656","32.19618225097656","32.19618225097656","","","","26.59939956665039","26.59939956665039","26.59939956665039"
"1068","23.783517837524414","23.783517837524414","23.783517837524414","","","","31.73284912109375","31.73284912109375","31.73284912109375","","","","33.89293670654297","33.89293670654297","33.89293670654297","","",""
"1070","","","","35.82954025268555","35.82954025268555","35.82954025268555","","","","31.06245994567871","31.06245994567871","31.06245994567871","","","","26.824115753173828","26.824115753173828","26.824115753173828"
"1073","23.831209182739258","23.831209182739258","23.831209182739258","","","","31.771806716918945","31.771806716918945","31.771806716918945","","","","34.439369201660156","34.439369201660156","34.439369201660156","","",""
"1075","","","","35.61376190185547","35.61376190185547","35.61376190185547","","","","31.80006217956543","31.80006217956543","31.80006217956543","","","","26.628589630126953","26.628589630126953","26.628589630126953"
"1078","24.09455108642578","24.09455108642578","24.09455108642578","","","","31.982839584350586","31.982839584350586","31.982839584350586","","","","34.07602310180664","34.07602310180664","34.07602310180664","","",""
"1080","","","","35.30177688598633","35.30177688598633","35.30177688598633","","","","31.47861671447754","31.47861671447754","31.47861671447754","","","","26.23493194580078","26.23493194580078","26.23493194580078"
"1083","24.143014907836914","24.143014907836914","24.143014907836914","","","","31.896080017089844","31.896080017089844","31.896080017089844","","","","33.79373550415039","33.79373550415039","33.79373550415039","","",""
"1085","","","","34.62882995605469","34.62882995605469","34.62882995605469","","","","31.82217025756836","31.82217025756836","31.82217025756836","","","","26.435720443725586","26.435720443725586","26.435720443725586"
"1088","24.18517303466797","24.18517303466797","24.18517303466797","","","","30.953285217285156","30.953285217285156","30.953285217285156","","","","34.97488021850586","34.97488021850586","34.97488021850586","","",""
"1090","","","","35.166316986083984","35.166316986083984","35.166316986083984","","","","32.29576110839844","32.29576110839844","32.29576110839844","","","","26.115095138549805","26.115095138549805","26.115095138549805"
"1093","24.07415199279785","24.07415199279785","24.07415199279785","","","","31.07935905456543","31.07935905456543","31.07935905456543","","","","34.153472900390625","34.153472900390625","34.153472900390625","","",""
"1095","","","","34.51325225830078","34.51325225830078","34.51325225830078","","","","31.752716064453125","31.752716064453125","31.752716064453125","","","","26.13020896911621","26.13020896911621","26.13020896911621"
"1098","24.21380043029785","24.21380043029785","24.21380043029785","","","","32.74204635620117","32.74204635620117","32.74204635620117","","","","34.41246032714844","34.41246032714844","34.41246032714844","","",""
"1100","","","","34.658721923828125","34.658721923828125","34.658721923828125","","","","31.450178146362305","31.450178146362305","31.450178146362305","","","","27.247108459472656","27.247108459472656","27.247108459472656"
"1103","24.44153594970703","24.44153594970703","24.44153594970703","","","","31.332000732421875","31.332000732421875","31.332000732421875","","","","34.966121673583984","34.966121673583984","34.966121673583984","","",""
"1105","","","","34.44536590576172","34.44536590576172","34.44536590576172","","","","31.221269607543945","31.221269607543945","31.221269607543945","","","","26.960678100585938","26.960678100585938","26.960678100585938"
"1108","23.97239875793457","23.97239875793457","23.97239875793457","","","","30.713253021240234","30.713253021240234","30.713253021240234","","","","34.388946533203125","34.388946533203125","34.388946533203125","","",""
"1110","","","","34.910457611083984","34.910457611083984","34.910457611083984","","","","31.967689514160156","31.967689514160156","31.967689514160156","","","","26.515235900878906","26.515235900878906","26.515235900878906"
"1113","23.953195571899414","23.953195571899414","23.953195571899414","","","","31.967756271362305","31.967756271362305","31.967756271362305","","","","35.00345993041992","35.00345993041992","35.00345993041992","","",""
"1115","","","","35.26485824584961","35.26485824584961","35.26485824584961","","","","31.71406364440918","31.71406364440918","31.71406364440918","","","","25.845273971557617","25.845273971557617","25.845273971557617"
"1118","23.955041885375977","23.955041885375977","23.955041885375977","","","","30.818634033203125","30.818634033203125","30.818634033203125","","","","34.228477478027344","34.228477478027344","34.228477478027344","","",""
"1120","","","","34.8097038269043","34.8097038269043","34.8097038269043","","","","31.94269561767578","31.94269561767578","31.94269561767578","","","","26.278400421142578","26.278400421142578","26.278400421142578"
"1123","24.453105926513672","24.453105926513672","24.453105926513672","","","","32.22911071777344","32.22911071777344","32.22911071777344","","","","35.35765838623047","35.35765838623047","35.35765838623047","","",""
"1125","","","","36.00676345825195","36.00676345825195","36.00676345825195","","","","31.50833511352539","31.50833511352539","31.50833511352539","","","","26.249067306518555","26.249067306518555","26.249067306518555"
"1128","23.99969482421875","23.99969482421875","23.99969482421875","","","","32.581546783447266","32.581546783447266","32.581546783447266","","","","33.2259521484375","33.2259521484375","33.2259521484375","","",""
"1130","","","","35.09901809692383","35.09901809692383","35.09901809692383","","","","31.769981384277344","31.769981384277344","31.769981384277344","","","","27.614830017089844","27.614830017089844","27.614830017089844"
"1133","23.97370147705078","23.97370147705078","23.97370147705078","","","","32.044193267822266","32.044193267822266","32.044193267822266","","","","36.605587005615234","36.605587005615234","36.605587005615234","","",""
"1135","","","","35.69816589355469","35.69816589355469","35.69816589355469","","","","31.43730926513672","31.43730926513672","31.43730926513672","","","","25.32098960876465","25.32098960876465","25.32098960876465"
"1138","23.914840698242188","23.914840698242188","23.914840698242188","","","","31.22873878479004","31.22873878479004","31.22873878479004","","","","33.067142486572266","33.067142486572266","33.067142486572266","","",""
"1140","","","","34.75984191894531","34.75984191894531","34.75984191894531","","","","31.281415939331055","31.281415939331055","31.281415939331055","","","","26.15163803100586","26.15163803100586","26.15163803100586"
"1143","23.99700164794922","23.99700164794922","23.99700164794922","","","","31.233469009399414","31.233469009399414","31.233469009399414","","","","33.97233581542969","33.97233581542969","33.97233581542969","","",""
"1145","","","","34.944210052490234","34.944210052490234","34.944210052490234","","","","31.68537712097168","31.68537712097168","31.68537712097168","","","","26.93114471435547","26.93114471435547","26.93114471435547"
"1148","23.878536224365234","23.878536224365234","23.878536224365234","","","","32.54838562011719","32.54838562011719","32.54838562011719","","","","35.64194869995117","35.64194869995117","35.64194869995117","","",""
"1150","","","","34.903079986572266","34.903079986572266","34.903079986572266","","","","31.459035873413086","31.459035873413086","31.459035873413086","","","","25.78141212463379","25.78141212463379","25.78141212463379"
"1153","24.176687240600586","24.176687240600586","24.176687240600586","","","","31.11663055419922","31.11663055419922","31.11663055419922","","","","33.870792388916016","33.870792388916016","33.870792388916016","","",""
"1155","","","","35.23949432373047","35.23949432373047","35.23949432373047","","","","31.30754280090332","31.30754280090332","31.30754280090332","","","","25.967897415161133","25.967897415161133","25.967897415161133"
"1158","23.943880081176758","23.943880081176758","23.943880081176758","","","","31.17031478881836","31.17031478881836","31.17031478881836","","","","33.46479034423828","33.46479034423828","33.46479034423828","","",""
"1160","","","","35.12316131591797","35.12316131591797","35.12316131591797","","","","31.98690414428711","31.98690414428711","31.98690414428711","","","","26.21351432800293","26.21351432800293","26.21351432800293"
"1163","23.666725158691406","23.666725158691406","23.666725158691406","","","","31.151161193847656","31.151161193847656","31.151161193847656","","","","34.37901306152344","34.37901306152344","34.37901306152344","","",""
"1165","","","","34.98881912231445","34.98881912231445","34.98881912231445","","","","32.049007415771484","32.049007415771484","32.049007415771484","","","","26.627723693847656","26.627723693847656","26.627723693847656"
"1168","23.46262550354004","23.46262550354004","23.46262550354004","","","","31.919260025024414","31.919260025024414","31.919260025024414","","","","35.992958068847656","35.992958068847656","35.992958068847656","","",""
"1170","","","","35.469032287597656","35.469032287597656","35.469032287597656","","","","32.25752258300781","32.25752258300781","32.25752258300781","","","","25.93332862854004","25.93332862854004","25.93332862854004"
"1173","24.411666870117188","24.411666870117188","24.411666870117188","","","","31.28713607788086","31.28713607788086","31.28713607788086","","","","32.424354553222656","32.424354553222656","32.424354553222656","","",""
"1175","","","","34.657047271728516","34.657047271728516","34.657047271728516","","","","32.101959228515625","32.101959228515625","32.101959228515625","","","","27.672929763793945","27.672929763793945","27.672929763793945"
"1178","23.84569549560547","23.84569549560547","23.84569549560547","","","","31.72235107421875","31.72235107421875","31.72235107421875","","","","36.41657257080078","36.41657257080078","36.41657257080078","","",""
"1180","","","","34.95879364013672","34.95879364013672","34.95879364013672","","","","31.48464012145996","31.48464012145996","31.48464012145996","","","","26.332658767700195","26.332658767700195","26.332658767700195"
"1183","24.023347854614258","24.023347854614258","24.023347854614258","","","","31.929832458496094","31.929832458496094","31.929832458496094","","","","33.81161117553711","33.81161117553711","33.81161117553711","","",""
"1185","","","","35.59751892089844","35.59751892089844","35.59751892089844","","","","32.420475006103516","32.420475006103516","32.420475006103516","","","","26.288837432861328","26.288837432861328","26.288837432861328"
"1188","23.787837982177734","23.787837982177734","23.787837982177734","","","","33.912864685058594","33.912864685058594","33.912864685058594","","","","34.75105667114258","34.75105667114258","34.75105667114258","","",""
"1190","","","","35.08055877685547","35.08055877685547","35.08055877685547","","","","32.095462799072266","32.095462799072266","32.095462799072266","","","","26.528106689453125","26.528106689453125","26.528106689453125"
"1193","24.21942901611328","24.21942901611328","24.21942901611328","","","","31.66444206237793","31.66444206237793","31.66444206237793","","","","34.096214294433594","34.096214294433594","34.096214294433594","","",""
"1195","","","","35.20928955078125","35.20928955078125","35.20928955078125","","","","32.28450393676758","32.28450393676758","32.28450393676758","","","","26.719587326049805","26.719587326049805","26.719587326049805"
"1198","24.27945327758789","24.27945327758789","24.27945327758789","","","","31.692604064941406","31.692604064941406","31.692604064941406","","","","35.65406036376953","35.65406036376953","35.65406036376953","","",""
"1200","","","","34.9541130065918","34.9541130065918","34.9541130065918","","","","31.835140228271484","31.835140228271484","31.835140228271484","","","","26.068050384521484","26.068050384521484","26.068050384521484"
"1203","24.214235305786133","24.214235305786133","24.214235305786133","","","","31.159650802612305","31.159650802612305","31.159650802612305","","","","34.37617874145508","34.37617874145508","34.37617874145508","","",""
"1205","","","","35.25086975097656","35.25086975097656","35.25086975097656","","","","31.60321807861328","31.60321807861328","31.60321807861328","","","","26.234207153320312","26.234207153320312","26.234207153320312"
"1208","24.114620208740234","24.114620208740234","24.114620208740234","","","","31.69133186340332","31.69133186340332","31.69133186340332","","","","32.181640625","32.181640625","32.181640625","","",""
"1210","","","","35.681549072265625","35.681549072265625","35.681549072265625","","","","31.85594940185547","31.85594940185547","31.85594940185547","","","","26.878517150878906","26.878517150878906","26.878517150878906"
"1213","23.93909454345703","23.93909454345703","23.93909454345703","","","","31.868553161621094","31.868553161621094","31.868553161621094","","","","35.482032775878906","35.482032775878906","35.482032775878906","","",""
"1215","","","","34.851261138916016","34.851261138916016","34.851261138916016","","","","31.807098388671875","31.807098388671875","31.807098388671875","","","","26.30455780029297","26.30455780029297","26.30455780029297"
"1218","24.221458435058594","24.221458435058594","24.221458435058594","","","","32.611289978027344","32.611289978027344","32.611289978027344","","","","33.91136932373047","33.91136932373047","33.91136932373047","","",""
"1220","","","","34.89631652832031","34.89631652832031","34.89631652832031","","","","31.55074119567871","31.55074119567871","31.55074119567871","","","","26.54249382019043","26.54249382019043","26.54249382019043"
"1223","24.26746368408203","24.26746368408203","24.26746368408203","","","","31.42300033569336","31.42300033569336","31.42300033569336","","","","34.9554443359375","34.9554443359375","34.9554443359375","","",""
"1225","","","","35.810455322265625","35.810455322265625","35.810455322265625","","","","31.75328254699707","31.75328254699707","31.75328254699707","","","","27.477439880371094","27.477439880371094","27.477439880371094"
"1228","24.031780242919922","24.031780242919922","24.031780242919922","","","","32.722755432128906","32.722755432128906","32.722755432128906","","","","35.33082580566406","35.33082580566406","35.33082580566406","","",""
"1230","","","","35.21759796142578","35.21759796142578","35.21759796142578","","","","31.703102111816406","31.703102111816406","31.703102111816406","","","","26.710956573486328","26.710956573486328","26.710956573486328"
"1233","23.91729736328125","23.91729736328125","23.91729736328125","","","","32.12662887573242","32.12662887573242","32.12662887573242","","","","35.39174270629883","35.39174270629883","35.39174270629883","","",""
"1235","","","","34.715576171875","34.715576171875","34.715576171875","","","","31.72890853881836","31.72890853881836","31.72890853881836","","","","26.265830993652344","26.265830993652344","26.265830993652344"
"1238","24.009876251220703","24.009876251220703","24.009876251220703","","","","32.5676155090332","32.5676155090332","32.5676155090332","","","","34.01142883300781","34.01142883300781","34.01142883300781","","",""
"1240","","","","34.44324493408203","34.44324493408203","34.44324493408203","","","","31.85694694519043","31.85694694519043","31.85694694519043","","","","26.340187072753906","26.340187072753906","26.340187072753906"
"1243","24.587121963500977","24.587121963500977","24.587121963500977","","","","32.87342071533203","32.87342071533203","32.87342071533203","","","","34.45877456665039","34.45877456665039","34.45877456665039","","",""
"1245","","","","35.39503860473633","35.39503860473633","35.39503860473633","","","","31.493242263793945","31.493242263793945","31.493242263793945","","","","26.141847610473633","26.141847610473633","26.141847610473633"
"1248","23.76558494567871","23.76558494567871","23.76558494567871","","","","31.877389907836914","31.877389907836914","31.877389907836914","","","","33.46405029296875","33.46405029296875","33.46405029296875","","",""
"1250","","","","34.87562561035156","34.87562561035156","34.87562561035156","","","","31.353981018066406","31.353981018066406","31.353981018066406","","","","26.094707489013672","26.094707489013672","26.094707489013672"
"1253","24.410005569458008","24.410005569458008","24.410005569458008","","","","31.764896392822266","31.764896392822266","31.764896392822266","","","","33.56700897216797","33.56700897216797","33.56700897216797","","",""
"1255","","","","34.50506591796875","34.50506591796875","34.50506591796875","","","","31.93350601196289","31.93350601196289","31.93350601196289","","","","26.232154846191406","26.232154846191406","26.232154846191406"
"1258","24.40386962890625","24.40386962890625","24.40386962890625","","","","32.754337310791016","32.754337310791016","32.754337310791016","","","","32.65718078613281","32.65718078613281","32.65718078613281","","",""
"1260","","","","34.68614959716797","34.68614959716797","34.68614959716797","","","","31.731563568115234","31.731563568115234","31.731563568115234","","","","25.47635841369629","25.47635841369629","25.47635841369629"
"1263","24.081497192382812","24.081497192382812","24.081497192382812","","","","33.02727127075195","33.02727127075195","33.02727127075195","","","","32.91887283325195","32.91887283325195","32.91887283325195","","",""
"1265","","","","33.860408782958984","33.860408782958984","33.860408782958984","","","","31.70276641845703","31.70276641845703","31.70276641845703","","","","26.27837371826172","26.27837371826172","26.27837371826172"
"1268","24.163578033447266","24.163578033447266","24.163578033447266","","","","32.1928596496582","32.1928596496582","32.1928596496582","","","","33.459747314453125","33.459747314453125","33.459747314453125","","",""
"1270","","","","35.26600646972656","35.26600646972656","35.26600646972656","","","","31.622915267944336","31.622915267944336","31.622915267944336","","","","26.617523193359375","26.617523193359375","26.617523193359375"
"1273","24.25908660888672","24.25908660888672","24.25908660888672","","","","33.67428207397461","33.67428207397461","33.67428207397461","","","","34.47998046875","34.47998046875","34.47998046875","","",""
"1275","","","","34.54487609863281","34.54487609863281","34.54487609863281","","","","31.80385398864746","31.80385398864746","31.80385398864746","","","","26.220815658569336","26.220815658569336","26.220815658569336"
"1278","24.13934898376465","24.13934898376465","24.13934898376465","","","","31.40366554260254","31.40366554260254","31.40366554260254","","","","34.76853561401367","34.76853561401367","34.76853561401367","","",""
"1280","","","","34.28962707519531","34.28962707519531","34.28962707519531","","","","31.730058670043945","31.730058670043945","31.730058670043945","","","","27.66179656982422","27.66179656982422","27.66179656982422"
"1283","24.68790626525879","24.68790626525879","24.68790626525879","","","","32.145912170410156","32.145912170410156","32.145912170410156","","","","36.21891784667969","36.21891784667969","36.21891784667969","","",""
"1285","","","","35.01151657104492","35.01151657104492","35.01151657104492","","","","31.747568130493164","31.747568130493164","31.747568130493164","","","","26.718135833740234","26.718135833740234","26.718135833740234"
"1288","24.280982971191406","24.280982971191406","24.280982971191406","","","","31.46329116821289","31.46329116821289","31.46329116821289","","","","35.46206283569336","35.46206283569336","35.46206283569336","","",""
"1290","","","","34.97779083251953","34.97779083251953","34.97779083251953","","","","31.244144439697266","31.244144439697266","31.244144439697266","","","","26.83982276916504","26.83982276916504","26.83982276916504"
"1293","23.83608055114746","23.83608055114746","23.83608055114746","","","","32.76652145385742","32.76652145385742","32.76652145385742","","","","34.698883056640625","34.698883056640625","34.698883056640625","","",""
"1295","","","","35.29421615600586","35.29421615600586","35.29421615600586","","","","31.959598541259766","31.959598541259766","31.959598541259766","","","","27.244224548339844","27.244224548339844","27.244224548339844"
"1298","23.98163414001465","23.98163414001465","23.98163414001465","","","","31.856178283691406","31.856178283691406","31.856178283691406","","","","34.43089294433594","34.43089294433594","34.43089294433594","","",""
"1300","","","","35.17921447753906","35.17921447753906","35.17921447753906","","","","31.89272117614746","31.89272117614746","31.89272117614746","","","","26.283428192138672","26.283428192138672","26.283428192138672"
"1303","23.987430572509766","23.987430572509766","23.987430572509766","","","","31.61510467529297","31.61510467529297","31.61510467529297","","","","33.53056335449219","33.53056335449219","33.53056335449219","","",""
"1305","","","","35.602935791015625","35.602935791015625","35.602935791015625","","","","31.24197769165039","31.24197769165039","31.24197769165039","","","","26.133995056152344","26.133995056152344","26.133995056152344"
"1308","23.617433547973633","23.617433547973633","23.617433547973633","","","","32.17534637451172","32.17534637451172","32.17534637451172","","","","34.11024856567383","34.11024856567383","34.11024856567383","","",""
"1310","","","","34.81959915161133","34.81959915161133","34.81959915161133","","","","31.409828186035156","31.409828186035156","31.409828186035156","","","","26.270227432250977","26.270227432250977","26.270227432250977"
"1313","24.433849334716797","24.433849334716797","24.433849334716797","","","","31.35993194580078","31.35993194580078","31.35993194580078","","","","34.8604736328125","34.8604736328125","34.8604736328125","","",""
"1315","","","","35.223018646240234","35.223018646240234","35.223018646240234","","","","31.868417739868164","31.868417739868164","31.868417739868164","","","","26.36785125732422","26.36785125732422","26.36785125732422"
"1318","23.8389949798584","23.8389949798584","23.8389949798584","","","","30.86775016784668","30.86775016784668","30.86775016784668","","","","33.109947204589844","33.109947204589844","33.109947204589844","","",""
"1320","","","","35.07375717163086","35.07375717163086","35.07375717163086","","","","31.266340255737305","31.266340255737305","31.266340255737305","","","","27.274776458740234","27.274776458740234","27.274776458740234"
"1323","23.64429473876953","23.64429473876953","23.64429473876953","","","","30.995689392089844","30.995689392089844","30.995689392089844","","","","35.80611038208008","35.80611038208008","35.80611038208008","","",""
"1325","","","","35.61874008178711","35.61874008178711","35.61874008178711","","","","31.620330810546875","31.620330810546875","31.620330810546875","","","","26.99597930908203","26.99597930908203","26.99597930908203"
"1328","23.945390701293945","23.945390701293945","23.945390701293945","","","","32.417022705078125","32.417022705078125","32.417022705078125","","","","34.65726852416992","34.65726852416992","34.65726852416992","","",""
"1330","","","","35.99474334716797","35.99474334716797","35.99474334716797","","","","30.84833526611328","30.84833526611328","30.84833526611328","","","","26.29585075378418","26.29585075378418","26.29585075378418"
"1333","24.387306213378906","24.387306213378906","24.387306213378906","","","","32.08287048339844","32.08287048339844","32.08287048339844","","","","33.65614700317383","33.65614700317383","33.65614700317383","","",""
"1335","","","","34.68959426879883","34.68959426879883","34.68959426879883","","","","31.607948303222656","31.607948303222656","31.607948303222656","","","","27.08966636657715","27.08966636657715","27.08966636657715"
"1338","24.666526794433594","24.666526794433594","24.666526794433594","","","","32.43303680419922","32.43303680419922","32.43303680419922","","","","34.5576171875","34.5576171875","34.5576171875","","",""
"1340","","","","34.933719635009766","34.933719635009766","34.933719635009766","","","","31.53868865966797","31.53868865966797","31.53868865966797","","","","26.268085479736328","26.268085479736328","26.268085479736328"
"1343","24.601898193359375","24.601898193359375","24.601898193359375","","","","31.420284271240234","31.420284271240234","31.420284271240234","","","","33.06967544555664","33.06967544555664","33.06967544555664","","",""
"1345","","","","35.798439025878906","35.798439025878906","35.798439025878906","","","","31.29734230041504","31.29734230041504","31.29734230041504","","","","26.361034393310547","26.361034393310547","26.361034393310547"
"1348","24.074642181396484","24.074642181396484","24.074642181396484","","","","32.097843170166016","32.097843170166016","32.097843170166016","","","","33.04884338378906","33.04884338378906","33.04884338378906","","",""
"1350","","","","35.37788391113281","35.37788391113281","35.37788391113281","","","","31.551387786865234","31.551387786865234","31.551387786865234","","","","26.064836502075195","26.064836502075195","26.064836502075195"
"1353","23.895309448242188","23.895309448242188","23.895309448242188","","","","31.58050537109375","31.58050537109375","31.58050537109375","","","","33.245784759521484","33.245784759521484","33.245784759521484","","",""
"1355","","","","34.605796813964844","34.605796813964844","34.605796813964844","","","","31.256431579589844","31.256431579589844","31.256431579589844","","","","26.81036949157715","26.81036949157715","26.81036949157715"
"1358","24.186424255371094","24.186424255371094","24.186424255371094","","","","32.60786437988281","32.60786437988281","32.60786437988281","","","","35.534027099609375","35.534027099609375","35.534027099609375","","",""
"1360","","","","35.673240661621094","35.673240661621094","35.673240661621094","","","","31.32093048095703","31.32093048095703","31.32093048095703","","","","25.803457260131836","25.803457260131836","25.803457260131836"
"1363","24.320913314819336","24.320913314819336","24.320913314819336","","","","31.51634979248047","31.51634979248047","31.51634979248047","","","","32.72370147705078","32.72370147705078","32.72370147705078","","",""
"1365","","","","35.541568756103516","35.541568756103516","35.541568756103516","","","","31.9910888671875","31.9910888671875","31.9910888671875","","","","26.210622787475586","26.210622787475586","26.210622787475586"
"1368","24.15966033935547","24.15966033935547","24.15966033935547","","","","32.54557800292969","32.54557800292969","32.54557800292969","","","","33.91416549682617","33.91416549682617","33.91416549682617","","",""
"1370","","","","35.683067321777344","35.683067321777344","35.683067321777344","","","","31.389225006103516","31.389225006103516","31.389225006103516","","","","26.22982406616211","26.22982406616211","26.22982406616211"
"1373","24.191749572753906","24.191749572753906","24.191749572753906","","","","32.20787811279297","32.20787811279297","32.20787811279297","","","","33.11196517944336","33.11196517944336","33.11196517944336","","",""
"1375","","","","36.245609283447266","36.245609283447266","36.245609283447266","","","","31.92300796508789","31.92300796508789","31.92300796508789","","","","26.46167755126953","26.46167755126953","26.46167755126953"
"1378","24.18222999572754","24.18222999572754","24.18222999572754","","","","31.812740325927734","31.812740325927734","31.812740325927734","","","","35.03463363647461","35.03463363647461","35.03463363647461","","",""
