"Step","random_None - extra_val_metric_0","random_None - extra_val_metric_0__MIN","random_None - extra_val_metric_0__MAX","random_None - val_mean_absolute_percentage_error","random_None - val_mean_absolute_percentage_error__MIN","random_None - val_mean_absolute_percentage_error__MAX","random_seg - extra_val_metric_0","random_seg - extra_val_metric_0__MIN","random_seg - extra_val_metric_0__MAX","random_seg - val_mean_absolute_percentage_error","random_seg - val_mean_absolute_percentage_error__MIN","random_seg - val_mean_absolute_percentage_error__MAX","random_no2 - extra_val_metric_0","random_no2 - extra_val_metric_0__MIN","random_no2 - extra_val_metric_0__MAX","random_no2 - val_mean_absolute_percentage_error","random_no2 - val_mean_absolute_percentage_error__MIN","random_no2 - val_mean_absolute_percentage_error__MAX"
"2430","","","","35.267967224121094","35.267967224121094","35.267967224121094","","","","31.624895095825195","31.624895095825195","31.624895095825195","","","","26.26756477355957","26.26756477355957","26.26756477355957"
"2433","24.404266357421875","24.404266357421875","24.404266357421875","","","","31.44209098815918","31.44209098815918","31.44209098815918","","","","34.20661926269531","34.20661926269531","34.20661926269531","","",""
"2435","","","","35.13370895385742","35.13370895385742","35.13370895385742","","","","30.766807556152344","30.766807556152344","30.766807556152344","","","","26.62030601501465","26.62030601501465","26.62030601501465"
"2438","23.942750930786133","23.942750930786133","23.942750930786133","","","","32.986358642578125","32.986358642578125","32.986358642578125","","","","35.648799896240234","35.648799896240234","35.648799896240234","","",""
"2440","","","","35.52836608886719","35.52836608886719","35.52836608886719","","","","30.64912986755371","30.64912986755371","30.64912986755371","","","","25.72461700439453","25.72461700439453","25.72461700439453"
"2443","23.69953727722168","23.69953727722168","23.69953727722168","","","","31.93624496459961","31.93624496459961","31.93624496459961","","","","33.52045822143555","33.52045822143555","33.52045822143555","","",""
"2445","","","","35.31355667114258","35.31355667114258","35.31355667114258","","","","30.6068115234375","30.6068115234375","30.6068115234375","","","","26.088008880615234","26.088008880615234","26.088008880615234"
"2448","24.033205032348633","24.033205032348633","24.033205032348633","","","","32.3013801574707","32.3013801574707","32.3013801574707","","","","33.63475036621094","33.63475036621094","33.63475036621094","","",""
"2450","","","","35.69282531738281","35.69282531738281","35.69282531738281","","","","31.98664665222168","31.98664665222168","31.98664665222168","","","","26.15456199645996","26.15456199645996","26.15456199645996"
"2453","24.020668029785156","24.020668029785156","24.020668029785156","","","","31.220237731933594","31.220237731933594","31.220237731933594","","","","34.92364501953125","34.92364501953125","34.92364501953125","","",""
"2455","","","","35.17060089111328","35.17060089111328","35.17060089111328","","","","31.317569732666016","31.317569732666016","31.317569732666016","","","","25.458580017089844","25.458580017089844","25.458580017089844"
"2458","24.043724060058594","24.043724060058594","24.043724060058594","","","","31.82651138305664","31.82651138305664","31.82651138305664","","","","32.9911003112793","32.9911003112793","32.9911003112793","","",""
"2460","","","","35.2313232421875","35.2313232421875","35.2313232421875","","","","30.977190017700195","30.977190017700195","30.977190017700195","","","","26.136911392211914","26.136911392211914","26.136911392211914"
"2463","24.221513748168945","24.221513748168945","24.221513748168945","","","","31.421648025512695","31.421648025512695","31.421648025512695","","","","34.04254913330078","34.04254913330078","34.04254913330078","","",""
"2465","","","","34.98420715332031","34.98420715332031","34.98420715332031","","","","31.366058349609375","31.366058349609375","31.366058349609375","","","","26.354745864868164","26.354745864868164","26.354745864868164"
"2468","24.42877960205078","24.42877960205078","24.42877960205078","","","","32.34579849243164","32.34579849243164","32.34579849243164","","","","35.06012725830078","35.06012725830078","35.06012725830078","","",""
"2470","","","","35.610191345214844","35.610191345214844","35.610191345214844","","","","30.804542541503906","30.804542541503906","30.804542541503906","","","","25.71501922607422","25.71501922607422","25.71501922607422"
"2473","23.961204528808594","23.961204528808594","23.961204528808594","","","","31.7174072265625","31.7174072265625","31.7174072265625","","","","34.16897964477539","34.16897964477539","34.16897964477539","","",""
"2475","","","","34.110591888427734","34.110591888427734","34.110591888427734","","","","31.315399169921875","31.315399169921875","31.315399169921875","","","","25.874757766723633","25.874757766723633","25.874757766723633"
"2478","24.189529418945312","24.189529418945312","24.189529418945312","","","","32.478179931640625","32.478179931640625","32.478179931640625","","","","33.195552825927734","33.195552825927734","33.195552825927734","","",""
"2480","","","","35.26576232910156","35.26576232910156","35.26576232910156","","","","30.64368438720703","30.64368438720703","30.64368438720703","","","","26.182443618774414","26.182443618774414","26.182443618774414"
"2483","24.326824188232422","24.326824188232422","24.326824188232422","","","","32.18083953857422","32.18083953857422","32.18083953857422","","","","33.60404586791992","33.60404586791992","33.60404586791992","","",""
"2485","","","","35.553428649902344","35.553428649902344","35.553428649902344","","","","30.987295150756836","30.987295150756836","30.987295150756836","","","","26.255064010620117","26.255064010620117","26.255064010620117"
"2488","24.109657287597656","24.109657287597656","24.109657287597656","","","","31.586347579956055","31.586347579956055","31.586347579956055","","","","34.267276763916016","34.267276763916016","34.267276763916016","","",""
"2490","","","","35.39163589477539","35.39163589477539","35.39163589477539","","","","31.20928955078125","31.20928955078125","31.20928955078125","","","","25.594839096069336","25.594839096069336","25.594839096069336"
"2493","24.393362045288086","24.393362045288086","24.393362045288086","","","","31.88691520690918","31.88691520690918","31.88691520690918","","","","33.6347541809082","33.6347541809082","33.6347541809082","","",""
"2495","","","","34.860939025878906","34.860939025878906","34.860939025878906","","","","31.12654685974121","31.12654685974121","31.12654685974121","","","","26.70555877685547","26.70555877685547","26.70555877685547"
"2498","23.89858055114746","23.89858055114746","23.89858055114746","","","","32.070037841796875","32.070037841796875","32.070037841796875","","","","35.89002990722656","35.89002990722656","35.89002990722656","","",""
"2500","","","","35.39502716064453","35.39502716064453","35.39502716064453","","","","31.212764739990234","31.212764739990234","31.212764739990234","","","","25.741849899291992","25.741849899291992","25.741849899291992"
"2503","24.341636657714844","24.341636657714844","24.341636657714844","","","","34.10430908203125","34.10430908203125","34.10430908203125","","","","32.92342758178711","32.92342758178711","32.92342758178711","","",""
"2505","","","","35.36895751953125","35.36895751953125","35.36895751953125","","","","31.36934471130371","31.36934471130371","31.36934471130371","","","","26.280254364013672","26.280254364013672","26.280254364013672"
"2508","24.020784378051758","24.020784378051758","24.020784378051758","","","","31.40275764465332","31.40275764465332","31.40275764465332","","","","33.63679504394531","33.63679504394531","33.63679504394531","","",""
"2510","","","","34.69825744628906","34.69825744628906","34.69825744628906","","","","31.5985107421875","31.5985107421875","31.5985107421875","","","","25.824913024902344","25.824913024902344","25.824913024902344"
"2513","24.07834815979004","24.07834815979004","24.07834815979004","","","","32.163570404052734","32.163570404052734","32.163570404052734","","","","33.35053634643555","33.35053634643555","33.35053634643555","","",""
"2515","","","","34.588680267333984","34.588680267333984","34.588680267333984","","","","30.87505340576172","30.87505340576172","30.87505340576172","","","","26.42279052734375","26.42279052734375","26.42279052734375"
"2518","24.096248626708984","24.096248626708984","24.096248626708984","","","","31.97710418701172","31.97710418701172","31.97710418701172","","","","34.59025573730469","34.59025573730469","34.59025573730469","","",""
"2520","","","","35.50901794433594","35.50901794433594","35.50901794433594","","","","31.374053955078125","31.374053955078125","31.374053955078125","","","","25.703243255615234","25.703243255615234","25.703243255615234"
"2523","24.037879943847656","24.037879943847656","24.037879943847656","","","","33.21913528442383","33.21913528442383","33.21913528442383","","","","34.65101623535156","34.65101623535156","34.65101623535156","","",""
"2525","","","","34.67332458496094","34.67332458496094","34.67332458496094","","","","31.913726806640625","31.913726806640625","31.913726806640625","","","","26.8996524810791","26.8996524810791","26.8996524810791"
"2528","24.09579849243164","24.09579849243164","24.09579849243164","","","","31.246049880981445","31.246049880981445","31.246049880981445","","","","35.840511322021484","35.840511322021484","35.840511322021484","","",""
"2530","","","","33.90259552001953","33.90259552001953","33.90259552001953","","","","30.907684326171875","30.907684326171875","30.907684326171875","","","","26.06478500366211","26.06478500366211","26.06478500366211"
"2533","24.447805404663086","24.447805404663086","24.447805404663086","","","","32.42483901977539","32.42483901977539","32.42483901977539","","","","34.5060920715332","34.5060920715332","34.5060920715332","","",""
"2535","","","","35.621559143066406","35.621559143066406","35.621559143066406","","","","30.89522933959961","30.89522933959961","30.89522933959961","","","","26.340051651000977","26.340051651000977","26.340051651000977"
"2538","24.034027099609375","24.034027099609375","24.034027099609375","","","","32.50102233886719","32.50102233886719","32.50102233886719","","","","35.34065246582031","35.34065246582031","35.34065246582031","","",""
"2540","","","","34.78862380981445","34.78862380981445","34.78862380981445","","","","31.10042953491211","31.10042953491211","31.10042953491211","","","","26.52326202392578","26.52326202392578","26.52326202392578"
"2543","24.085721969604492","24.085721969604492","24.085721969604492","","","","32.84372329711914","32.84372329711914","32.84372329711914","","","","33.96052551269531","33.96052551269531","33.96052551269531","","",""
"2545","","","","35.069053649902344","35.069053649902344","35.069053649902344","","","","31.579166412353516","31.579166412353516","31.579166412353516","","","","26.16771697998047","26.16771697998047","26.16771697998047"
"2548","23.830265045166016","23.830265045166016","23.830265045166016","","","","31.967018127441406","31.967018127441406","31.967018127441406","","","","34.93696212768555","34.93696212768555","34.93696212768555","","",""
"2550","","","","34.451446533203125","34.451446533203125","34.451446533203125","","","","31.296390533447266","31.296390533447266","31.296390533447266","","","","26.182613372802734","26.182613372802734","26.182613372802734"
"2553","24.2093505859375","24.2093505859375","24.2093505859375","","","","32.59571838378906","32.59571838378906","32.59571838378906","","","","35.443504333496094","35.443504333496094","35.443504333496094","","",""
"2555","","","","35.20079040527344","35.20079040527344","35.20079040527344","","","","30.863121032714844","30.863121032714844","30.863121032714844","","","","26.59819793701172","26.59819793701172","26.59819793701172"
"2558","23.764760971069336","23.764760971069336","23.764760971069336","","","","34.14340591430664","34.14340591430664","34.14340591430664","","","","34.97591018676758","34.97591018676758","34.97591018676758","","",""
"2560","","","","35.597076416015625","35.597076416015625","35.597076416015625","","","","32.0096549987793","32.0096549987793","32.0096549987793","","","","26.000850677490234","26.000850677490234","26.000850677490234"
"2563","23.89807891845703","23.89807891845703","23.89807891845703","","","","31.433448791503906","31.433448791503906","31.433448791503906","","","","34.717376708984375","34.717376708984375","34.717376708984375","","",""
"2565","","","","34.335269927978516","34.335269927978516","34.335269927978516","","","","31.523733139038086","31.523733139038086","31.523733139038086","","","","26.230215072631836","26.230215072631836","26.230215072631836"
"2568","24.120601654052734","24.120601654052734","24.120601654052734","","","","33.035614013671875","33.035614013671875","33.035614013671875","","","","34.54494857788086","34.54494857788086","34.54494857788086","","",""
"2570","","","","35.585086822509766","35.585086822509766","35.585086822509766","","","","31.08945083618164","31.08945083618164","31.08945083618164","","","","25.89670181274414","25.89670181274414","25.89670181274414"
"2573","23.78245735168457","23.78245735168457","23.78245735168457","","","","32.71223449707031","32.71223449707031","32.71223449707031","","","","34.264305114746094","34.264305114746094","34.264305114746094","","",""
"2575","","","","34.68519973754883","34.68519973754883","34.68519973754883","","","","31.683502197265625","31.683502197265625","31.683502197265625","","","","26.25654411315918","26.25654411315918","26.25654411315918"
"2578","23.948219299316406","23.948219299316406","23.948219299316406","","","","32.79452896118164","32.79452896118164","32.79452896118164","","","","34.25275802612305","34.25275802612305","34.25275802612305","","",""
"2580","","","","35.024566650390625","35.024566650390625","35.024566650390625","","","","31.108131408691406","31.108131408691406","31.108131408691406","","","","25.80682373046875","25.80682373046875","25.80682373046875"
"2583","24.514493942260742","24.514493942260742","24.514493942260742","","","","31.20619010925293","31.20619010925293","31.20619010925293","","","","34.34465026855469","34.34465026855469","34.34465026855469","","",""
"2585","","","","35.32441329956055","35.32441329956055","35.32441329956055","","","","31.604698181152344","31.604698181152344","31.604698181152344","","","","26.32180404663086","26.32180404663086","26.32180404663086"
"2588","24.26041030883789","24.26041030883789","24.26041030883789","","","","34.109580993652344","34.109580993652344","34.109580993652344","","","","35.59441375732422","35.59441375732422","35.59441375732422","","",""
"2590","","","","34.88623046875","34.88623046875","34.88623046875","","","","31.154598236083984","31.154598236083984","31.154598236083984","","","","26.03338623046875","26.03338623046875","26.03338623046875"
"2593","24.005882263183594","24.005882263183594","24.005882263183594","","","","31.93325424194336","31.93325424194336","31.93325424194336","","","","34.738059997558594","34.738059997558594","34.738059997558594","","",""
"2595","","","","36.00184631347656","36.00184631347656","36.00184631347656","","","","30.442705154418945","30.442705154418945","30.442705154418945","","","","26.547401428222656","26.547401428222656","26.547401428222656"
"2598","23.87982177734375","23.87982177734375","23.87982177734375","","","","32.1718864440918","32.1718864440918","32.1718864440918","","","","35.5048828125","35.5048828125","35.5048828125","","",""
"2600","","","","36.04758834838867","36.04758834838867","36.04758834838867","","","","31.86457061767578","31.86457061767578","31.86457061767578","","","","26.55536460876465","26.55536460876465","26.55536460876465"
"2603","23.758283615112305","23.758283615112305","23.758283615112305","","","","32.79200744628906","32.79200744628906","32.79200744628906","","","","35.27993392944336","35.27993392944336","35.27993392944336","","",""
"2605","","","","34.87184524536133","34.87184524536133","34.87184524536133","","","","31.05279541015625","31.05279541015625","31.05279541015625","","","","26.508970260620117","26.508970260620117","26.508970260620117"
"2608","24.075334548950195","24.075334548950195","24.075334548950195","","","","32.297264099121094","32.297264099121094","32.297264099121094","","","","35.23720169067383","35.23720169067383","35.23720169067383","","",""
"2610","","","","35.50786209106445","35.50786209106445","35.50786209106445","","","","31.26615333557129","31.26615333557129","31.26615333557129","","","","26.610532760620117","26.610532760620117","26.610532760620117"
"2613","23.839258193969727","23.839258193969727","23.839258193969727","","","","31.079294204711914","31.079294204711914","31.079294204711914","","","","35.667625427246094","35.667625427246094","35.667625427246094","","",""
"2615","","","","34.29014205932617","34.29014205932617","34.29014205932617","","","","31.20393180847168","31.20393180847168","31.20393180847168","","","","26.28232765197754","26.28232765197754","26.28232765197754"
"2618","24.04860496520996","24.04860496520996","24.04860496520996","","","","33.152713775634766","33.152713775634766","33.152713775634766","","","","35.097434997558594","35.097434997558594","35.097434997558594","","",""
"2620","","","","35.22861862182617","35.22861862182617","35.22861862182617","","","","31.47928237915039","31.47928237915039","31.47928237915039","","","","26.48367691040039","26.48367691040039","26.48367691040039"
"2623","23.820676803588867","23.820676803588867","23.820676803588867","","","","31.048091888427734","31.048091888427734","31.048091888427734","","","","33.83513641357422","33.83513641357422","33.83513641357422","","",""
"2625","","","","35.96355056762695","35.96355056762695","35.96355056762695","","","","31.256052017211914","31.256052017211914","31.256052017211914","","","","26.04163360595703","26.04163360595703","26.04163360595703"
"2628","23.792810440063477","23.792810440063477","23.792810440063477","","","","32.78874969482422","32.78874969482422","32.78874969482422","","","","34.97337341308594","34.97337341308594","34.97337341308594","","",""
"2630","","","","34.86473083496094","34.86473083496094","34.86473083496094","","","","30.77845001220703","30.77845001220703","30.77845001220703","","","","26.99211883544922","26.99211883544922","26.99211883544922"
"2633","24.38933563232422","24.38933563232422","24.38933563232422","","","","33.99714279174805","33.99714279174805","33.99714279174805","","","","36.59524154663086","36.59524154663086","36.59524154663086","","",""
"2635","","","","34.846580505371094","34.846580505371094","34.846580505371094","","","","31.11843490600586","31.11843490600586","31.11843490600586","","","","25.77654266357422","25.77654266357422","25.77654266357422"
"2638","24.387577056884766","24.387577056884766","24.387577056884766","","","","31.61004638671875","31.61004638671875","31.61004638671875","","","","34.34984588623047","34.34984588623047","34.34984588623047","","",""
"2640","","","","35.89344787597656","35.89344787597656","35.89344787597656","","","","31.47968864440918","31.47968864440918","31.47968864440918","","","","26.229137420654297","26.229137420654297","26.229137420654297"
"2643","24.640033721923828","24.640033721923828","24.640033721923828","","","","33.4039306640625","33.4039306640625","33.4039306640625","","","","33.91670227050781","33.91670227050781","33.91670227050781","","",""
"2645","","","","35.67591857910156","35.67591857910156","35.67591857910156","","","","31.16213035583496","31.16213035583496","31.16213035583496","","","","25.20233917236328","25.20233917236328","25.20233917236328"
"2648","24.300273895263672","24.300273895263672","24.300273895263672","","","","32.34914779663086","32.34914779663086","32.34914779663086","","","","33.34892272949219","33.34892272949219","33.34892272949219","","",""
"2650","","","","34.131629943847656","34.131629943847656","34.131629943847656","","","","31.864688873291016","31.864688873291016","31.864688873291016","","","","26.49651336669922","26.49651336669922","26.49651336669922"
"2653","23.835493087768555","23.835493087768555","23.835493087768555","","","","32.39906311035156","32.39906311035156","32.39906311035156","","","","34.89960479736328","34.89960479736328","34.89960479736328","","",""
"2655","","","","35.23732376098633","35.23732376098633","35.23732376098633","","","","30.94542694091797","30.94542694091797","30.94542694091797","","","","26.164548873901367","26.164548873901367","26.164548873901367"
"2658","24.52483367919922","24.52483367919922","24.52483367919922","","","","32.706302642822266","32.706302642822266","32.706302642822266","","","","34.341339111328125","34.341339111328125","34.341339111328125","","",""
"2660","","","","35.894813537597656","35.894813537597656","35.894813537597656","","","","30.697757720947266","30.697757720947266","30.697757720947266","","","","26.24587059020996","26.24587059020996","26.24587059020996"
"2663","23.886194229125977","23.886194229125977","23.886194229125977","","","","34.50997543334961","34.50997543334961","34.50997543334961","","","","35.700443267822266","35.700443267822266","35.700443267822266","","",""
"2665","","","","35.03743362426758","35.03743362426758","35.03743362426758","","","","31.12122917175293","31.12122917175293","31.12122917175293","","","","26.473308563232422","26.473308563232422","26.473308563232422"
"2668","23.78049659729004","23.78049659729004","23.78049659729004","","","","32.10187911987305","32.10187911987305","32.10187911987305","","","","34.56679916381836","34.56679916381836","34.56679916381836","","",""
"2670","","","","34.92622756958008","34.92622756958008","34.92622756958008","","","","31.17573356628418","31.17573356628418","31.17573356628418","","","","25.244728088378906","25.244728088378906","25.244728088378906"
"2673","24.196762084960938","24.196762084960938","24.196762084960938","","","","32.381649017333984","32.381649017333984","32.381649017333984","","","","33.37544250488281","33.37544250488281","33.37544250488281","","",""
"2675","","","","34.98601150512695","34.98601150512695","34.98601150512695","","","","30.94183349609375","30.94183349609375","30.94183349609375","","","","26.47197151184082","26.47197151184082","26.47197151184082"
"2678","24.10687255859375","24.10687255859375","24.10687255859375","","","","30.79857063293457","30.79857063293457","30.79857063293457","","","","35.027103424072266","35.027103424072266","35.027103424072266","","",""
"2680","","","","35.446468353271484","35.446468353271484","35.446468353271484","","","","31.19831085205078","31.19831085205078","31.19831085205078","","","","27.471914291381836","27.471914291381836","27.471914291381836"
"2683","24.434152603149414","24.434152603149414","24.434152603149414","","","","32.2923698425293","32.2923698425293","32.2923698425293","","","","36.518577575683594","36.518577575683594","36.518577575683594","","",""
"2685","","","","35.13453674316406","35.13453674316406","35.13453674316406","","","","31.28118133544922","31.28118133544922","31.28118133544922","","","","25.897090911865234","25.897090911865234","25.897090911865234"
"2688","24.51052474975586","24.51052474975586","24.51052474975586","","","","32.771636962890625","32.771636962890625","32.771636962890625","","","","35.53532028198242","35.53532028198242","35.53532028198242","","",""
"2690","","","","35.77407455444336","35.77407455444336","35.77407455444336","","","","30.849220275878906","30.849220275878906","30.849220275878906","","","","25.53269386291504","25.53269386291504","25.53269386291504"
"2693","24.249801635742188","24.249801635742188","24.249801635742188","","","","32.38159942626953","32.38159942626953","32.38159942626953","","","","35.579349517822266","35.579349517822266","35.579349517822266","","",""
"2695","","","","35.35762023925781","35.35762023925781","35.35762023925781","","","","31.27735137939453","31.27735137939453","31.27735137939453","","","","26.235797882080078","26.235797882080078","26.235797882080078"
"2698","24.16962242126465","24.16962242126465","24.16962242126465","","","","33.2947998046875","33.2947998046875","33.2947998046875","","","","36.06986618041992","36.06986618041992","36.06986618041992","","",""
"2700","","","","34.81334686279297","34.81334686279297","34.81334686279297","","","","31.58918571472168","31.58918571472168","31.58918571472168","","","","26.6151123046875","26.6151123046875","26.6151123046875"
"2703","24.15526008605957","24.15526008605957","24.15526008605957","","","","32.39869689941406","32.39869689941406","32.39869689941406","","","","35.086639404296875","35.086639404296875","35.086639404296875","","",""
"2705","","","","34.336856842041016","34.336856842041016","34.336856842041016","","","","31.72589111328125","31.72589111328125","31.72589111328125","","","","26.33942413330078","26.33942413330078","26.33942413330078"
"2708","24.429384231567383","24.429384231567383","24.429384231567383","","","","31.86134147644043","31.86134147644043","31.86134147644043","","","","37.04444885253906","37.04444885253906","37.04444885253906","","",""
"2710","","","","35.01225280761719","35.01225280761719","35.01225280761719","","","","31.53884506225586","31.53884506225586","31.53884506225586","","","","25.89666175842285","25.89666175842285","25.89666175842285"
"2713","24.21256446838379","24.21256446838379","24.21256446838379","","","","33.41522216796875","33.41522216796875","33.41522216796875","","","","34.90879821777344","34.90879821777344","34.90879821777344","","",""
"2715","","","","35.547607421875","35.547607421875","35.547607421875","","","","31.100168228149414","31.100168228149414","31.100168228149414","","","","25.82501220703125","25.82501220703125","25.82501220703125"
"2718","24.220592498779297","24.220592498779297","24.220592498779297","","","","31.29410171508789","31.29410171508789","31.29410171508789","","","","33.808837890625","33.808837890625","33.808837890625","","",""
"2720","","","","35.80222702026367","35.80222702026367","35.80222702026367","","","","31.563154220581055","31.563154220581055","31.563154220581055","","","","25.909757614135742","25.909757614135742","25.909757614135742"
"2723","24.128320693969727","24.128320693969727","24.128320693969727","","","","33.21800231933594","33.21800231933594","33.21800231933594","","","","34.77134704589844","34.77134704589844","34.77134704589844","","",""
"2725","","","","34.74738311767578","34.74738311767578","34.74738311767578","","","","31.101497650146484","31.101497650146484","31.101497650146484","","","","25.392253875732422","25.392253875732422","25.392253875732422"
"2728","24.359336853027344","24.359336853027344","24.359336853027344","","","","32.306190490722656","32.306190490722656","32.306190490722656","","","","32.91486358642578","32.91486358642578","32.91486358642578","","",""
"2730","","","","35.73649597167969","35.73649597167969","35.73649597167969","","","","31.532169342041016","31.532169342041016","31.532169342041016","","","","26.1630916595459","26.1630916595459","26.1630916595459"
"2733","23.72435760498047","23.72435760498047","23.72435760498047","","","","32.44027328491211","32.44027328491211","32.44027328491211","","","","34.31297302246094","34.31297302246094","34.31297302246094","","",""
"2735","","","","35.56187438964844","35.56187438964844","35.56187438964844","","","","30.92192268371582","30.92192268371582","30.92192268371582","","","","26.062198638916016","26.062198638916016","26.062198638916016"
"2738","24.226728439331055","24.226728439331055","24.226728439331055","","","","32.3021240234375","32.3021240234375","32.3021240234375","","","","34.576595306396484","34.576595306396484","34.576595306396484","","",""
"2740","","","","34.87425231933594","34.87425231933594","34.87425231933594","","","","31.19465446472168","31.19465446472168","31.19465446472168","","","","26.996681213378906","26.996681213378906","26.996681213378906"
"2743","24.245153427124023","24.245153427124023","24.245153427124023","","","","32.633487701416016","32.633487701416016","32.633487701416016","","","","35.57390594482422","35.57390594482422","35.57390594482422","","",""
"2745","","","","35.013511657714844","35.013511657714844","35.013511657714844","","","","31.573190689086914","31.573190689086914","31.573190689086914","","","","25.749235153198242","25.749235153198242","25.749235153198242"
"2748","24.205459594726562","24.205459594726562","24.205459594726562","","","","32.86852264404297","32.86852264404297","32.86852264404297","","","","33.15547561645508","33.15547561645508","33.15547561645508","","",""
"2750","","","","35.15228271484375","35.15228271484375","35.15228271484375","","","","31.104482650756836","31.104482650756836","31.104482650756836","","","","25.758459091186523","25.758459091186523","25.758459091186523"
"2753","24.35807991027832","24.35807991027832","24.35807991027832","","","","33.308204650878906","33.308204650878906","33.308204650878906","","","","33.32650375366211","33.32650375366211","33.32650375366211","","",""
"2755","","","","35.323097229003906","35.323097229003906","35.323097229003906","","","","31.30918312072754","31.30918312072754","31.30918312072754","","","","25.99444007873535","25.99444007873535","25.99444007873535"
"2758","24.31414031982422","24.31414031982422","24.31414031982422","","","","32.41677474975586","32.41677474975586","32.41677474975586","","","","35.35617446899414","35.35617446899414","35.35617446899414","","",""
"2760","","","","35.347110748291016","35.347110748291016","35.347110748291016","","","","31.2667236328125","31.2667236328125","31.2667236328125","","","","26.34774398803711","26.34774398803711","26.34774398803711"
"2763","24.320331573486328","24.320331573486328","24.320331573486328","","","","32.86758041381836","32.86758041381836","32.86758041381836","","","","35.21635437011719","35.21635437011719","35.21635437011719","","",""
"2765","","","","34.8576774597168","34.8576774597168","34.8576774597168","","","","31.909170150756836","31.909170150756836","31.909170150756836","","","","26.322303771972656","26.322303771972656","26.322303771972656"
"2768","24.408533096313477","24.408533096313477","24.408533096313477","","","","32.474586486816406","32.474586486816406","32.474586486816406","","","","37.04804992675781","37.04804992675781","37.04804992675781","","",""
"2770","","","","34.64088439941406","34.64088439941406","34.64088439941406","","","","31.74077033996582","31.74077033996582","31.74077033996582","","","","25.869150161743164","25.869150161743164","25.869150161743164"
"2773","24.25585174560547","24.25585174560547","24.25585174560547","","","","32.462562561035156","32.462562561035156","32.462562561035156","","","","34.41758728027344","34.41758728027344","34.41758728027344","","",""
"2775","","","","34.356536865234375","34.356536865234375","34.356536865234375","","","","31.103614807128906","31.103614807128906","31.103614807128906","","","","26.567190170288086","26.567190170288086","26.567190170288086"
"2778","24.0085391998291","24.0085391998291","24.0085391998291","","","","32.20631408691406","32.20631408691406","32.20631408691406","","","","35.689334869384766","35.689334869384766","35.689334869384766","","",""
"2780","","","","34.545345306396484","34.545345306396484","34.545345306396484","","","","31.11850929260254","31.11850929260254","31.11850929260254","","","","26.211421966552734","26.211421966552734","26.211421966552734"
"2783","24.075342178344727","24.075342178344727","24.075342178344727","","","","32.98216247558594","32.98216247558594","32.98216247558594","","","","35.43299865722656","35.43299865722656","35.43299865722656","","",""
"2785","","","","35.03608703613281","35.03608703613281","35.03608703613281","","","","31.15870475769043","31.15870475769043","31.15870475769043","","","","25.778039932250977","25.778039932250977","25.778039932250977"
"2788","24.098609924316406","24.098609924316406","24.098609924316406","","","","31.732242584228516","31.732242584228516","31.732242584228516","","","","33.85499572753906","33.85499572753906","33.85499572753906","","",""
"2790","","","","35.01405334472656","35.01405334472656","35.01405334472656","","","","31.47203826904297","31.47203826904297","31.47203826904297","","","","26.034116744995117","26.034116744995117","26.034116744995117"
"2793","24.43351173400879","24.43351173400879","24.43351173400879","","","","31.908355712890625","31.908355712890625","31.908355712890625","","","","35.826595306396484","35.826595306396484","35.826595306396484","","",""
"2795","","","","35.261905670166016","35.261905670166016","35.261905670166016","","","","31.09097671508789","31.09097671508789","31.09097671508789","","","","26.582576751708984","26.582576751708984","26.582576751708984"
"2798","23.683189392089844","23.683189392089844","23.683189392089844","","","","32.33198165893555","32.33198165893555","32.33198165893555","","","","35.35142517089844","35.35142517089844","35.35142517089844","","",""
"2800","","","","34.764015197753906","34.764015197753906","34.764015197753906","","","","31.678274154663086","31.678274154663086","31.678274154663086","","","","25.933759689331055","25.933759689331055","25.933759689331055"
"2803","23.96757698059082","23.96757698059082","23.96757698059082","","","","33.19208908081055","33.19208908081055","33.19208908081055","","","","35.64424133300781","35.64424133300781","35.64424133300781","","",""
"2805","","","","34.71123504638672","34.71123504638672","34.71123504638672","","","","31.53623390197754","31.53623390197754","31.53623390197754","","","","25.818519592285156","25.818519592285156","25.818519592285156"
"2808","24.546234130859375","24.546234130859375","24.546234130859375","","","","31.86373519897461","31.86373519897461","31.86373519897461","","","","32.93647003173828","32.93647003173828","32.93647003173828","","",""
"2810","","","","34.48198699951172","34.48198699951172","34.48198699951172","","","","31.657331466674805","31.657331466674805","31.657331466674805","","","","26.224525451660156","26.224525451660156","26.224525451660156"
"2813","25.03213882446289","25.03213882446289","25.03213882446289","","","","35.38294982910156","35.38294982910156","35.38294982910156","","","","35.0882682800293","35.0882682800293","35.0882682800293","","",""
"2815","","","","34.85224151611328","34.85224151611328","34.85224151611328","","","","31.26015853881836","31.26015853881836","31.26015853881836","","","","25.465248107910156","25.465248107910156","25.465248107910156"
"2818","24.374977111816406","24.374977111816406","24.374977111816406","","","","32.57597351074219","32.57597351074219","32.57597351074219","","","","34.63618469238281","34.63618469238281","34.63618469238281","","",""
"2820","","","","35.13518142700195","35.13518142700195","35.13518142700195","","","","31.927534103393555","31.927534103393555","31.927534103393555","","","","26.36724090576172","26.36724090576172","26.36724090576172"
"2823","24.289466857910156","24.289466857910156","24.289466857910156","","","","32.94308853149414","32.94308853149414","32.94308853149414","","","","36.65439224243164","36.65439224243164","36.65439224243164","","",""
